implementation crypto_kem/ntruplus1152/avx2 - 
publickeybytes 1728 
secretkeybytes 3488 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
sotp_decode_cycles - 436 +402-5+9+2+8-1+11+13+0+4-7-1-6+11-1-2-2-2+2+4-3-2-1-6+0+2+0+7+0-5+0-1
hash_f_cycles - 15549 +1150+114+34+52+247-62+131-64-111-8-30-96+81+174-19+194-140-84-79-164+183-31-37-3-16+191+104+237+214-44-108-6
hash_g_cycles - 18016 +367+369-172+20+85+14+54+55-206-347-45+113+35+73+82-29+86-7+23-117-318-89-87+15-207+8-179+31-282+12-104-30
hash_h_cycles - 4955 +301+174+38+66-3+45+22-30-15+39+50+5-54-36+15-9-53+1+19+41+59-5-34-19-117-123-103-3-137+32+0-128
poly_mul_small_cycles - 4542 +531+141+33-13+7-13-24-51+1+25+48+24+14-55+1-6-12-16-85-32-16+52-10+23+10+7+28+9+33-26-17-44
poly_mul_general_cycles - 4530 +243+51+2+83-48+5+7+0+33-17+6+32-49-53-43-10-35-56-28-17+5-32-37+34+45+27+25+24+66-19-46+12
forward_small_cycles - 1428 +94+59+6-9-12-9-15-6-9+16+7-1-8+19-7+8+14+47+6-12+27-5-17+2+26+5-8-9+3-25-4+14
forward_general_cycles - 1424 +58+5+29-3-23-6-7+3-1-2+11+6+10+27-27-1-3-4+1-20-3+13-3-20-1+11-2+1+26+16+11-18
basemul_cycles - 968 +39+15-8-18+3+4-8-17-1+2+7-3-4-5+7+11+11+0+2+2+1-2-9-2-3+0+3-2+1+4-4+10
basemul_scale_cycles - 836 +20+7+4-3-3+0-1-3-6-3-2-4+0+1+0-1-7-1-5-2+2-5+6+8+3+4+2+0+1+7+6+0
inverse_cycles - 1486 +64+10+15+9-5+25+18-2+16+3+2+17-1-5+17-14+23-20-25-20-5+5+12-3-16-13-16-28+3-12+6-7
baseinv_cycles - 1591 +193-3-3+7+218-2-2+223-7+2+5+130+10+1-8+7+1-31-10-22-19-3+2-14+9+10-11-10-2+18+3+5
poly_frombytes_cycles - 423 +42+3+0+1-2+0+3+4-1-2+6+6+3+3-1+0+2-2+3-1-1+0+2-1-4+7-8-4-2-2-6-3
poly_tobytes_cycles - 529 +14+12-4-5-4+4+2+0-6-7-5+7+3-1+0+3+2+0-2-3-3+6+4+4-2+3+7+4-2+0-4-10
cbd1_cycles - 424 +17+29-6-9-8-11+31-4+33+37+37-11+20+29-5+22-12-19-21-9-16-19-19-11+23+23-6+16-9+28-5+17
crepmod3_cycles - 555 +31+18-10-7+18-6+5-2-2-7+9+2+6-4-2+19+2+12+0+3+1-7-5-6+0-2+1+3-5+0+6-1
poly_add_cycles - 276 +36+15-8+2-4-3+5+2+2+5+0-11-2+4-7-13+10-8-6-5+1-1-3-1+5+8-1+4-9-8+4+10
poly_sub_cycles - 272 +41+1+10-2-4+2-3-1+18+13-3-4+10-5+2+10+6-1+1+4+6+8-4-3-3-2-4+0-4+1-5-6
sotp_encode_cycles - 383 +45+26+17+24+12+7+9+2+1+1-6-5-3-4-6-1-7-2+2-9-8+4-2-6-7-1+3-3+0-3+1+2
sotp_decode_cycles - 439 +32+3+7-1+4+11+5+4+1+2-8+7-10+5-5+2+1+0-4-4-4-1-8+1-4+4-6-5+0-6-7-6
hash_f_cycles - 15531 +266+110+1+212-31+254-31-7-16+3-50+34-63-33+145-47-50+115-55-47+152-8+110-63+184+168+77-42-45+123+23-88
hash_g_cycles - 17860 +267+189+56+9-67-158+62+206+252-114+240+85+196-136+195-67+46-104-147-187+260-92-123+776-6-92-128-169+239+241-34-99
hash_h_cycles - 4866 +230+145+128+105+138-39+109+96+9+97-27+7+73-39-31-28+73-4+73-12-31-20-28+47+6-19-12-29+15-5-52-33
poly_mul_small_cycles - 4544 +188+48+24+49-1+51+12-6+53+21+8+30+9+6+2+7-7-48-38-85-70+16-30-20-49-12-85-20-9-59-62+10
poly_mul_general_cycles - 4527 +138+74+14+72+34+2+5+45+21-5+40-24-23-59+5-32-16+18+26+46+19-11-78-4-63-56-31-60-9-38+18-20
forward_small_cycles - 1429 +99+20+34+28+20+38-4-30+24-27-28-27+3-12+6-16+3+10-24-32-14+11-24+2-1-3+25+2-10-5+0+4
forward_general_cycles - 1427 +67+58+28+22+25-1+16+0-9+8-1-16-10+9+18-4+2-12+23-7-24-4-3+3-6+13+5-1-3-2-8-13
basemul_cycles - 967 +35+17+14-2+4-3-2-1+0+6-13+7-5+0-5+1+5+0+2+4-5-15-1-8-13+2+6-4-1-7+1+3
basemul_scale_cycles - 837 +20+8+0+7+0-3-1+1-4+3+0+8+1+8+4-4-3-2-3-1+0-1+1-2-3+4-1+5+0+0-2-1
inverse_cycles - 1482 +108+25-2+2+0+17+13+15+6+4+7-3-7-3-12+21-13-4-11-2+7-8+7-9+2+3-4-1+2-22-37-16
baseinv_cycles - 1589 +52+70-3-5+5-4+121+16+33-15-3-16-1+6-3+3-7-12+5+14-11-8+4-6+22+5-3+92+0+12-11-16
poly_frombytes_cycles - 424 +35+1-2+5+3-3-5-8+4+7-1+6+7-1-2-4-3+6+0-4-2+2-5-3+15+4+9-2+0+6-2+3
poly_tobytes_cycles - 526 +13+0+5-1+2-3-4+4+5+1+2+0+0-5+0+1+8+3-3-2-2-2+5-3-5-1-3+5+5+2-1+3
cbd1_cycles - 441 -6+19-21+2+12+19+4-26+9+14-33-17-23+12+13-22-26-37-32+6+10+10+2-17+9+5-22+18-21-23+7+11
crepmod3_cycles - 556 +16+15+0-2+16+2-7+2-4-15+7-1+0+1-3-4+7+3+1+0+6-4-3+13+2+6-1-2-3-9-8-2
poly_add_cycles - 277 +29-6-9-10-5-3+0+3+5-2+1+0-1+6-4+9-8+2-6+4+1-7+0+4+2+1+7+0+2-2-2-4
poly_sub_cycles - 278 +17+7-12+8+3-6-6-4-5+1-12-9+4-8+1-11+9+5+5+1+9+2-4+34+3-5+9-7+6-9-4+6
sotp_encode_cycles - 383 +47+23+17+17+12+6+5-4-3-1+0-1-2-2+0-2-6+1-8+0+2-1+0-1-6+7+1+3-3+7-1+5
sotp_decode_cycles - 441 +22+6+4+7-5+5+6+5+0-2+1+7-3-6-8+2-14+2+1-2+6+1-3+0-3+1+0+2-3-4-6-9
hash_f_cycles - 15630 +80+47+124+28+68-69-9-138+26-48+17+592-39+155+46+62-86-178-74-22+59+90-223-180-114+60-129+83-181-159+115-181
hash_g_cycles - 18030 +175+106-194+28+11+80+91+36+12+47-10-203-90-209-15-355+20+18-224-178+18-190+22+93+79-36-247-247-104-243+2+156
hash_h_cycles - 4869 +199+34+79+87+124+16+178-69-37-60+97-9+123-10+164-16-18+5-42+3-1-47-52-14+152+137+34-9+5-24-17-45
poly_mul_small_cycles - 4542 +177+48-4-41-13-19+20-7+14+6-6+19+27+32+54-11-34+19+29+0-57+26-21-16+30+4-12-20-16-20-6+10
poly_mul_general_cycles - 4537 +91+25-49+9+11-2+12-9+13-77-33-43-41-6-57+5+19+17+16+3-71+0-27-2-6+18-24-33+25-22+21+50
