implementation crypto_kem/ntruplus1152/avx2 - 
publickeybytes 1728 
secretkeybytes 3488 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
forward_small_cycles - 1422 +88+8-20-1-18-3+5+0-12+1+25+0-15+20+4+9-4-21+21+10+10-1+2-4+38-1+3-5-8-14-21+24
forward_general_cycles - 1440 +56-14-11+7+8+1-10+22-8+10-6-6+21+12+6+5+13+14+1-7-13-14+6-2-8-20+4-25+2-17+32-7
basemul_cycles - 964 +54-7-7-5-5+1+8+6+0-2-5+6-2+0-10+7+0-5-9+6+5-1+10+0+9+6+11-12+9-4-1-9
basemul_scale_cycles - 836 +26+4-1-3+1-4-1-2-4-1+1+1-1+0-3+0+1+0-3+8+5+5+0-2+1+2+3+2+1-3-4-4
inverse_cycles - 1492 +39+26-7+10+13+13-17+7+11+11+1-6-17+5-8+0+7+11+2-18+26+4+0-18+2-27-31+0-17-13-12-29
baseinv_cycles - 1586 +32+113+19-18-2+60-14+10+8-3+5+4-11+16-10+75-6-4+105-10+0+0+8-1-20-3-12-21+16+14-11-13
poly_frombytes_cycles - 419 +52+3+6+14+7+3+10+5+3+8-5+0+3-4-5+3+1+4-2-4-5-3-2+6+1-6-5-4-1-5-1-3
poly_tobytes_cycles - 529 +2+0-3+0-4-4-6-2-2+1-7+1-1-2+6-1+3+1+2+0+7-2+1+5+2+6-4+3+3+3-1+4
cbd1_cycles - 424 +21+35+20+20+27-14+24-22-13-21-10-9-3-17-14+1+20-4+17+15+22-6-9-24+27-17-22+32-18-21+24+21
crepmod3_cycles - 556 +19+14+5-9-9+2-4-7-9-11+10-1-1-2+0-4-1+5-2-12-7+5+6-6+2+4+5+6-8-9+3+9
poly_add_cycles - 275 +27+7+11+0-8+0+6+8+11+6-6+4-1+5+1+2+6+0-9+2-1-8-2-1-3+0-10-9+2-4+0-5
poly_sub_cycles - 275 +28+22-7-4-11+0-1-1-5+9+14+5+4-2-9-1+10+9-6+7-1+4+1+13+0-2-3+3-4-3+0-3
sotp_encode_cycles - 383 +51+14+23+18+5+9+8-5+1+3-1-2+4-1-2+1-1+2+2-6+1-6+0+2-2-6-3-4-1-1-2+1
sotp_decode_cycles - 442 +23+7+2-2+2+2-5-1-5+5+1+4+5-6-10+0-10+7-14+2+0-2+0+7+7+7-3-15-15+0-4-3
hash_f_cycles - 15604 +328+146+128+132+117-60-54-150+87-107-112-115+66+132+87+98-47-79-57-188-68+82-109+117+58-115+115-62+78+16-127-159
hash_g_cycles - 18034 -26+134-165+99-117+31-229+61+24-253-22+81-231+52-64+46+387-211+3+124+66-220+9-102-262-230+23-309+103-3+134-9
hash_h_cycles - 4877 +165+111+77+102+147+14-27-46-57-33+7+7-19-31+9-18-9-48-3+81+17-34+128-13+73-38-28-25+98-11+125+30
poly_mul_small_cycles - 4472 +302+101+27+35+33+39-33-49+14-72-45+12+4+46-3-38-12+7-13-77+7-12-5+29-36+24-13-35-45-9+19+49
poly_mul_general_cycles - 4488 +134+70+39+16-23+5-24-1-13-59-1-21+29-12-20-2-17+1+21+20+36-56-53-37+9+21+1+36+9-3-7+3
