implementation crypto_kem/ntruplus1152/avx2 - 
publickeybytes 1728 
secretkeybytes 3488 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
baseinv_cycles - 1601 +65+11+9+4-8-17-22-25-14-6-11+12+9-34-5+90+7-14+12+0+0+140-11+1+0+0+83-1-7+1+2+58
poly_frombytes_cycles - 428 +27+3-2+1+3+0+6-3+0+9-2-4+5-2-10-2-1-7-2-5+5+0+1-4+1+1+5-9+1-2+2-4
poly_tobytes_cycles - 528 +23+11+8+3+1-1-1-3-5-3+3+0+12+1-3-7-11+6-2-1-7+3-5+3+2+1-3-3-2+7+4-3
cbd1_cycles - 448 +2+12+5+3+7+1-27+6+5-28+12+3-4-32-5+2+3+3-30+62+2-13-45-27-33+7-27+1-15-2-37-33
crepmod3_cycles - 558 +36+13+8-4+2+2+4+1-1-1-9-11+9-4+4-7+11-9-7+3+2+13+3-1-4+1-1-3+1+7-5-10
poly_add_cycles - 277 +49+22-4+2-6+1-10+9+13+0-5+0+0+1+3+2-2-2-1+2-2-1+3-5-1+8+1+0+3-5+4-2
poly_sub_cycles - 275 +47+10+12+0+6+13-5-1-4+0+1+1-3+9+17+9+6-3-6-2+5+0-2-2+11+9-5+0-4-2+0-11
sotp_encode_cycles - 383 +61+34+15+19+24+16+9+18+8-6+0-2-5-1-2-2-4-3+9+1+4-9-6+5-5-2+0-5-1-1-1+1
sotp_decode_cycles - 436 +61+6+24-3+0-3+2+6+12+3-6-1+2-12+12-6-7-5-1-1+8-2-7-11-3+5+14-7-3+8+5-1
hash_f_cycles - 16038 +166+75+74-30+2+48+18-44+67-76+146+65+1-9-20-30+0-53-56-46+52-54+60-2-81-13+15+29-34+9-45+52
hash_g_cycles - 18389 -8+17-42+2-36-23+74+26-53+127-53+112-37-33+18-3+118-62+3-115+184-108+66-25+78+48+110-15-107+109+43-12
hash_h_cycles - 4949 +125-15+34+19+17+43-28+78-16+8+23+40-79-19-40-96-127-96+27-48-98+11+66-21+75-25-97+25+2+10-82+19
poly_mul_small_cycles - 4511 +88+22+63+24+7-16-31-9+31+72-25+5+20+27-1-43-67+6-21-9-2+31+3-7-53-49+4+5-23+10-27-14
poly_mul_general_cycles - 4487 +142+50+21+29+497+80+30+16+30-13-1-35-12-63-29-45-14+38+24+26-62-16-23-56-38+6+38+33-32-15-12-6
