implementation crypto_kem/ntruplus1152/avx2 - 
publickeybytes 1728 
secretkeybytes 3488 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
poly_mul_small_cycles - 4525 +503+108+4+46+17+5+2-19+12-11-11+27+39-24+23+54-2+26-25+9-9+42+44-54-32-5-11-14-46-66-32-4
poly_mul_general_cycles - 4534 +232+63-4-25-13-6-51-37+5+16-2-21-11+0+30+13+5+23-16+28-25+29+1+65+54+0+25+3-36-14-3-31
forward_small_cycles - 1441 +44-10-2-1-14-21+12+7-5+18+4+11+17-4+8+13-21+4+22-12+16-1+17-3-19-12-7+4-31+8-7-3
forward_general_cycles - 1437 +24+17-18-23+5+20+0-1-32-23-16-20-10-21+18-17-25-20-8+27+37-3+37+5-19+25+19+17-1+32+3+12
basemul_cycles - 968 +28+14-15+4+3-6+4-1-2+8+6-8-5+2+7-1-10+13+6+9-13+5-11+4-11-3-4+0-14-1-5-3
basemul_scale_cycles - 837 +31+19+3+0-3+2+1-1-5+3-3+5-5+9-1+6-2-1+2+2+0-3+6-1-4-2+1-1-3+2-1+4
inverse_cycles - 1485 +123+1-11+12+17+8+2+16+2+2-19+5-19-2+2-1+7-4+0-2-18+17+24+1-3-3-8-1-9-18-27+9
baseinv_cycles - 1590 +106+31+107+134+10+129-10-3+0+2-21-4+93-1-4-6-7+10-3-13+10-4+6+9+8+2+0-11-11-20-4+28
poly_frombytes_cycles - 421 +28-2-1-3+9+8+2+4+7+3+1-5-2-6-5+0+2+3+3+3+3-7-7+2-4-2-5-3+3+1-2-4
poly_tobytes_cycles - 528 +24+8+8+5-5+8-1+4-1-1+2-1-6+3-1-1+3-1+1-5+4+4-3+0+0-5+7+10-3-1+4-2
cbd1_cycles - 419 +20+24-8+24+33+36+30-15+42+5-11+20-11-15+2-14+37+31+0-11-15-10-10-8+34-10-12-17-19+28+3+25
crepmod3_cycles - 552 +25+34+4+4+4+2+0-6+10+3-1+10-5-1-3-2-10-5+5-4-7+5-3+1-5-3+3-5-4+6+23-5
poly_add_cycles - 275 +48-8-1+2-2+6+3+10+2-7+4+2-8+16-4+1-8+4+1-7-7+7+0+3+8-2-8+2+0-8-6-1
poly_sub_cycles - 271 +49+0+3+7+10+0-4+6+2-7-4-8-1-7-4+6-3-3+0+8-8-4+3+0-4+4-4+2+4+5-9+0
sotp_encode_cycles - 382 +35+18+11+18+14+9-2+10-6-1-5-1-2-5+2+10-5-5+2+0+9+3-3-6+3-1+6-3-5-6-1-5
sotp_decode_cycles - 441 +25+0-1-1-4+18+9-13+3-11+2-10-3+1+5-2+4+9+1+4-3+1-5+4-3-1+5+7+3-4-9-7
hash_f_cycles - 15537 +398+185+193+232+126+159+65+83-24-29+287-32+108-65+239+9-9-100-62+140-60-68-13-36-21-15-54+8+213-43-102-30
hash_g_cycles - 17926 +282+106-88+258-46+144+228+122-171-120+125-160+127-169-165-182+144-12+161-139+230+186-131+77-202-91+140-155-70-132+169-240
hash_h_cycles - 4879 +137+117+52+79+157+128+92-24+90+85-37-43-2+18-32-75-46-64-20+188-7+148-50-31+1-36+12-15-42-18+13+60
poly_mul_small_cycles - 4499 +214+49+60+27+37+74+6+6+30+13-11-6-36-33+2-18-23-16+24+10-10+33-2-23-20-11-8-4+4-5-32+2
poly_mul_general_cycles - 4529 +79+32-79-11-24-63-16+28+3-1-55-16+55-19+32+531+85+4+30+46+4-39+10+29-2+2+2-47+38-16-26-53
forward_small_cycles - 1438 +89+16-8+7+11+2-12-22-5+6-5-19-9-22+10-9-27-25+3-30-13+11+15+4-21+7+8+18+0+7-3+10
forward_general_cycles - 1444 +36+3+21+4+2+11+11-9-3-18+14+37+10-2-15-29-18-19-8-15-18+1-1-27-16+6+11+4+10+3+1-7
basemul_cycles - 968 +26+5-5-1-3-6+3+10+2-6-4-2-4-1-11+2+1+3-5+5-1+4-7+0-4+1+0+2+3+6-1-5
basemul_scale_cycles - 838 +21+1+0+4+1+6-3+2+3-4-4-1-3+0+0+3+2+0+3-4+4-5+1-2+3+1-5-4+4+2-5-5
inverse_cycles - 1488 +71+20+12+11+3-10+20+17+6+4+28+10-19+10+3+10+2+10-17-21-8-17-11-11+6-12-6-26-7-22-7-15
baseinv_cycles - 1587 +118-7+6+23-6-6-19+5+14-12+0+13+1+13-10+120-7-2-8-4+1-17-7+5+20-24+14-8+7+25-4+18
poly_frombytes_cycles - 425 +21+1+3-4-1-1-3-1-4-6+1+0+3+3-3-8+1-4+2+6-1+3+0-2-3+0-6-1+6+2+9+6
poly_tobytes_cycles - 528 +15+7+4+0+2-5+8-1-3-1-1-4-6-3-3-5+2+0-4-7+5+0+9+2+4+0-1-4-2+3+0+3
cbd1_cycles - 424 +18+12+22-1-12+25-10+1-15-16-7-17-7-16-15-18-14+18+25+31-15+25+33+22+22+8-21+0-12-8+36+32
crepmod3_cycles - 556 +16+6+2-11-3-1-1+9-7+3-4+1+0+2-6-6-1-9-9+14+3+1+15-8+1-1+0+3-5-3+1+0
poly_add_cycles - 277 +23-4-7-4+0+5-2+2-7-5+0+3-1-3+2-4+3-1+5+1-6+2+6+3+6+2-3+0+15+1-4+1
poly_sub_cycles - 276 +18-8-10+6-6-9-3+6+2+3+6+10+8+5-6+5-4-1-6+3+2-5-5+6+11-8+0-4+9+5-11-2
sotp_encode_cycles - 381 +43+22+19+17+16+16+18+6+1-4-3-2-2-6-1-5+0-3+3-3+1+0-3-4-4-6+3-5+2+5-1+0
sotp_decode_cycles - 440 +31+7-3+3+1+14+7-1-6-6+1-8-5-1+2-1+5-4-5+10-11-2+2-5+1-4-1+1+3-13+2-6
hash_f_cycles - 15564 +367+167+136+240-3+267-39-65-37+14-14-20+228-27+176-58+102-127-83+202-47-76-18-36-73-97-82+178+127+234+173-121
hash_g_cycles - 17926 -48+292-95+219-126-103-229+198+186-195-158+238+264+106-165-145+872+435+352+250+231+183-10+1-69-146-64-206+193-152-122-139
hash_h_cycles - 4860 +220+165+28-30+155+114+12-3+69-15-12+0-5+52-61+1-3-3+28-10-7-26+187+5-32+3+15-26+3-4-22-1
poly_mul_small_cycles - 4523 +257+31+33+52-4+3+23+0+21+14+32-2+10+11-14-18-13+20-24+10-42-58-59-30-61-30-1-17+17-31-14+70
poly_mul_general_cycles - 4512 +147+34-11+21+11-2-21+14-7-4-12-56+14-20+26-24-26-32+1+5+41+23-2+17-6+1+13+26+1-14-14-3
