implementation crypto_kem/ntruplus1152/avx2 - 
publickeybytes 1728 
secretkeybytes 3488 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
crepmod3_cycles - 557 +15+15+8-9-6-13+1-8-1-4-7+2+2-8-5+3-3+6+10-4+2-3+16-8+1+1+12-2-13+7+3+1
poly_add_cycles - 277 +29+2-1-5+3+3-7+0+6+3-1-2-6-1+1+5+1-5+6-5+7-6-12-13-5+2-9+8+14-7+2+0
poly_sub_cycles - 276 +10-12-5-7-6+10+2+3+12-10-8+0-4+4+2+1+2+1+4-5+0-7+5+2-3-5+0-1+8+6-6+0
sotp_encode_cycles - 384 +41+16+9+12+8+13+5-3-3+1+0-8-3+0-8-5+0-1-6-6-6-1-2+0-1+0+0-3+0+4-8+0
sotp_decode_cycles - 442 +18+5-1-6+5-3-2+5+8+5+9+1-2-4-8+1-8-1-13-6-8+7-6-8+1+2+7+8+5+1-8+4
hash_f_cycles - 15600 +181+170+189+101+137+47-97-37+0-13-35+66+170-32+155-78-93+148-40-71-131+92-16-57-121-137-143+86-76-20+123+66
hash_g_cycles - 18074 -123+49+148-203-50-182+31+60-63+98-346+10-324+14+122+127+46-278-37-77+14+503-259+69-13+29+98-282+82-339+32-319
hash_h_cycles - 4916 +209+177+56+57+68+47-93+68-30+64-73+44-90-53-59-71+30-64-53+35-28+113-77+83-38-15-49+52+39-86-117+5
poly_mul_small_cycles - 4487 +167+105+57+50+33+24+26-14+8+28-40-7-3+50+30-3-3-2-71-62-25+23-17+8-56-6-34+2+4-43-54-55
poly_mul_general_cycles - 4476 +117-31+40+0+45+1+55+55+49+61+24+16+15-49-20-14-8-12-19-50+0-37-9-28-16-25+7+36-3+11-13+15
forward_small_cycles - 1439 +50+1-22-1+0-12-2+26+8-17-33-4+6-15-37-13-5+3-7-14+23-22-9+14+22+13+4+14+1+17+21+32
forward_general_cycles - 1434 +61+33+22+24+7+32+19-10-4-18+16+6-17+5+20-24-10-7+40-28-6-14-2+12-15+0-15+5-15-28+11-5
basemul_cycles - 962 +43+4+0+2+1-10+0+8-1+7-6-7+0-13-1-5+12+5-4-5-2+4+6+7-7-8-4-5+6+7+8+0
basemul_scale_cycles - 836 +31+16+4-2-5-2-2+1-2+0+6+4+7+0-6+5-2-1-1+1+0-3-5-6+4+0-2-2+1+7+2+1
inverse_cycles - 1476 +125+81+12+33+3+23+12+23-5-18-17+0-9+22+7+0-2-9+5+23-1+10+3-21+13-14-7-15-4-12-10-21
baseinv_cycles - 1593 +11+7+6+9+114+6+2-8-19-11-9+132-20-15+4-3+4+9+3+5+7-23-30-13+8-8+3-8-11-12-11+66
poly_frombytes_cycles - 425 +31+6-4-2+0-2+0+4+2+0+2+5+4+1+5-1+6-1+0-4+2+2-5-2+0+1-1-2+2+7-3-3
poly_tobytes_cycles - 529 +14-6+0-7+7+1+8+9+1-2-7+2+1-1+3-6+3+1-7+0-9-1+0+1-1-1+1-2+0+1+2+1
cbd1_cycles - 434 +29+18-14+11-22-22+24-28-29+16+18+18+16+21-14-17+25+15-22-11+22-25+7-23+22-29-25-23-29+15+18-12
crepmod3_cycles - 556 +15+16-7-2+1+6+5-7+3+4-2+2-5+4-3-7-2-1+4-1-7-8+4+6-8+9-2-8+9+1-6+3
poly_add_cycles - 277 +24-2+0-2-1-7-2-3-1-5-6+4+3+3+7+8+4-2+5-7+2+8-11-4+4-2+0+8-2+1+2-7
poly_sub_cycles - 277 +13-5+7+6+2+8-9-10-3-9-7+2-14+0+0+7-9-3-5-7-9+0-2+5+3+0+4+9-11+9+8+1
sotp_encode_cycles - 384 +53+25+24+20+20+19+24+3-7-1-2-1-6-7+6-1-1+1+0+11+1-1+0+0+0-7+0-2-1-1-4-1
sotp_decode_cycles - 440 +29+2-1+2+4+6-1+4+10+6-7-6-3+2-2-6+1+1+0+1-6-8+5+0+8-7-8+6+1-10-6-7
hash_f_cycles - 15657 -27-77+125+64-69+81+45-102+87+466+130+77+71+81+16-74-11-203-213-11-146-129-128-3-123+1-139+59-144+39+85-6
hash_g_cycles - 18060 +119+144-141+72+24+74+86-36-187-23+27-135+8+72-28+59+2+17+91-250-62+53+59-12-22-268+2-263-269+46-343-22
hash_h_cycles - 4916 +198+29+28+46+112+53+76+86+49+37+40-85-47+98-79-52-83+78+50-37+75+4-69-65-47-82+37-80-78-66-62-67
poly_mul_small_cycles - 4496 +175+88+77+61+48+64+43-32+20-54-75-18+16-20+6-60+0-19+5+1+8-2-33-45-35-45+13-8-11+4+10-5
poly_mul_general_cycles - 4494 +106+44+57+21+0-3-36-2-28+7+2-11+7+24+10+40-64+20-30-17+37+2-66-54-26-28+62+2+16-20-14-65
