implementation crypto_kem/ntruplus1152/avx2 - 
publickeybytes 1728 
secretkeybytes 3488 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
poly_mul_small_cycles - 4503 +509+177+22+67+35+32+11+25-7+0-7-44-66-41+2-14-1-45-57+32+17-3-62+6-4-45-26-61-39+469+178+16
poly_mul_general_cycles - 4491 +210+55+15-27+12-3+16-22-12+52-50+20-2-6+23-7+12+0+32+19-13-26+51-5-7+16-22-30+7-9-23-4
forward_small_cycles - 1432 +62+2+25-2+12+13-33+9-3+3+9-6+2-23+31-24+2-3-3-14+2+3-19-6+3-3+25-14+15-10-13+4
forward_general_cycles - 1434 +36-6-7-5+18+4-8+26+0+5-20-13+0+3-18+23+3+12+26-11-9+20-6+5+9-9-32+9-14+12+15-8
basemul_cycles - 963 +31+21+1+0+13+1-6-9-10+8+4+5-1-5+0+3+0+2+1+1+1+0+7+1-6-1-9+0-15-3-6-3
basemul_scale_cycles - 835 +28+8-1+3+0-1+2+1+3+4+4-1+0+4+3+0+2+0+0-1+0-1-5+0-1+2-2+5-1+1-2-1
inverse_cycles - 1493 +75+13+1+1+0+14+15+8+12-8-15-4-9-8+10-12+7+10-17+4+10+11-16-21+0-10-15-13+0+5-1-9
baseinv_cycles - 1590 +179+63+8-14-20-4-10-6-16+49+3+5+1+61-1+81+115-4+4-4-13+5-6-15-3-17+27+8+1+0-14+101
poly_frombytes_cycles - 422 +30+8+7-1-2+0-1+2+7+2+0+2+4+3+2-2+7+8-4-3-6-3-5-2+0-7-3+1-6-7+7+0
poly_tobytes_cycles - 528 +21+4+0+2-2-3+3+0+4-2-2+5-6+0-2+4-4+3+6+5+1-4-9-6+0+2-6+4+5-3-1-6
cbd1_cycles - 438 +20+13-24+9+12-30+15-16+10+14-28-26+11-28+16-18+10+17+19-7-18-36-13+20+11-21+3+7-27+14-20-24
crepmod3_cycles - 556 +15+9-1+2-4+5+6-1-1+8+3+13-9-3+10-3-4-4+2-7-6-9-3+1+6+13-3+6-7-2-4+19
poly_add_cycles - 278 +40+4+6-7+1+10-5+8+8-10+4-2+7-8-10+7-6-10-3-8-8+4-7+1+4+12-6-5+7-5+3+2
poly_sub_cycles - 277 +15+3-6+17-10-1+5+14-2-4+9+1+6-13+5+1-9-5+0+0+2+4-13-14-4-1+4-7-2+2-5-1
sotp_encode_cycles - 384 +24+15+14+25+9+5+4-2+10+9-2-2+2-4-6+4-1-6+0-2-7+2-7-8+0+5+1-4-6-2+0-4
sotp_decode_cycles - 441 +95+0+5+0-1+5-1+3-3-8-1-4+7-1+8+8+11+6+12-1-7-9+5+5-1+2-6-1-4-4+4-1
hash_f_cycles - 15588 +185+240+190+228+108+65+119+52+114+67-27-119+104-60+12+44-36-93-186-41-111-131+147+129-124-110+14-41-17-87-108-84
hash_g_cycles - 17971 +126+242+215-149+135+76-85-61+86+120+184-118-93-179-212-184-245-189+83-129-92-112-202-207-144+103+160+169+117+83+200+109
hash_h_cycles - 4959 +167+23+51-75+79+33+29+32+40-70+65+20+1+31+60-77-11-77+5-17+32+1-15-17+2-17-91-71-78-3-62-63
poly_mul_small_cycles - 4489 +124+8+18+35-15-4+26+5+9-53-34+0-35-2+21-19-19-9+20+7-43-19+48+26-17+22-29-8-13+34+30-49
poly_mul_general_cycles - 4470 +137+6+7-7+18-35-7+4-15-32+16-24-65-26+56+6+8+0+12-12-29+22-14+26-36-7-26+20+29-15+26+53
forward_small_cycles - 1433 +33+8+4-11-4+23-12-5-19+9+15-5+5-23+7+13+16-3+12-4+4-5+20-8+10-9+4-22-2+23-25-24
forward_general_cycles - 1436 -2-15-8+5-7+1-5+6+12+8-17+12+2-13-26+8-19-8-11-8-1+0+2+11+13+11+0+7+11+12-4+1
basemul_cycles - 969 +34+14-1-6+0-5-7-4+1+1+9-4-1+0+0-9+1-5-3+0-6+3+0+6-3+0-5+6+2-8+1+0
basemul_scale_cycles - 836 +35+6+10+5-3+1+2+1-6+5+0-1+0-3-2+6-1+0+1-4+2+1-4-4+1+0+1+5-3+1-1-1
inverse_cycles - 1488 +48+37+30+8-11+5+6+20-12+9+0+20+2+17-4-2-1-16-17-5+2+8+3+9+2-13-3-10-32-3-10-22
baseinv_cycles - 1589 +48+37+16+17-14+4+72-9+117-4+0+5-4+13+6-2-12+98+25-1-18+3+2-18-10-17-6-16+7-7-13-13
poly_frombytes_cycles - 423 +24+0+5+10+0-1+3+7+10+0-1-5+2+1-2+3+4-1+0+4+6-8-1-1-2+1+1-1+8+0-1+0
poly_tobytes_cycles - 528 +4-4+8+1+0+2-3-3+3+2-1-1-4+8+0-6+2-3+3+4-1-6+1-4+3-4-2+0+2+1-3+3
cbd1_cycles - 437 +27+9-12-14-20-18+13+8-36-6-29+21-31-32+7+16-23-25-22-31+5+14-17+5+7-29+18+10+14+13+11+11
crepmod3_cycles - 557 +46+19+4-3-6-6-1-5+2+2+4+0+4-2-5+4+6-4-1-5-2+10-9-5+2+3+0+8-3+1+6-8
poly_add_cycles - 274 +20-2-6+7+9-3-1+0+7-3+9+1+7+8+2+6-7-1+0+4-3+0+4+5-3-3-5-1-2+1+1-1
poly_sub_cycles - 277 +27-1+11+2-8+9+6-2-1+3-10+3-11+3+4+1-6-9+2+2-13-5-3+1+3-13-1+11-8+6-12-12
sotp_encode_cycles - 382 +29+19+18+17+9+9+2-5-3-3-6+1-6-1-4+2-4-1-4+2-3-6+0+4+5+5+1+0-6+0-1+1
sotp_decode_cycles - 446 +136+5+1+4+4-5+4+7-4-1-8+356+7-7-5-1-14+2+6-5+8+0+4-4+2-9-2-6-9-13+7-1
hash_f_cycles - 15580 +335+258+245+155+82+95+74-66+69-51+151-106+101+240-96+75+142+88-93-79-50-82-105-64-73-13-71+113-41-66-61-147
hash_g_cycles - 18046 +199+152+34+84+106-160-15+1-49-10+132-157+16-259+43+52-36+77-168-3-163+70-138-254+64-180+100+11-118-200-318+63
hash_h_cycles - 4911 +157+37+59-4-18-26+84+19+24-17-7-37+37-26-16-38-44-2-5+65+43+25-51+9-40+8-70-14+32+56+64-49
poly_mul_small_cycles - 4503 +113+56-6-33+31-8+53+35-51-3+8-36-26+0+26+19-6+37+23+19-2-16+27-10+19-7-39-66+8+1-41-7
poly_mul_general_cycles - 4503 +163+10-30+5+8-39+17+10-35-4-42-27-6+41+27+17-15-13-33-1+16-22+13-1+21-15+35-9-20+40+20-7
