case,schedule,phase,branch,lane,row_k3,stage,len,policy,min_value,max_value,max_abs,ceil_abs_over_q,exceeds_centered_q,exceeds_int16,range_class,next_addsub_i16_safe,next_fqmul_montgomery_safe
random_0,current_ref,ntt32_stage_input,0,1,1,3,8,before_butterfly,-1690,1696,1696,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,1,1,3,8,montgomery_output,-1673,1605,1673,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,1,1,3,8,before_optional_reduce,-3030,3273,3273,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,1,1,3,8,reduced,-1710,1709,1710,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,1,1,4,16,before_butterfly,-1710,1709,1710,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,1,1,4,16,montgomery_output,-1319,1709,1709,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,1,1,4,16,before_optional_reduce,-3029,2722,3029,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,1,1,4,16,reduced,-1706,1720,1720,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,1,1,5,32,before_butterfly,-1706,1720,1720,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,1,1,5,32,montgomery_output,-1711,1712,1712,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,1,1,5,32,before_optional_reduce,-2403,3075,3075,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,1,1,5,32,reduced,-1704,1534,1704,1,0,0,centered,1,1
random_0,current_ref,ntt32_bitreverse_input,0,1,2,0,1,reduced,-1687,1679,1687,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,1,2,1,2,before_butterfly,-1687,1679,1687,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,1,2,1,2,montgomery_output,-1674,1275,1674,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,1,2,1,2,before_optional_reduce,-3201,2098,3201,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,1,2,1,2,reduced,-1698,1599,1698,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,1,2,2,4,before_butterfly,-1698,1599,1698,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,1,2,2,4,montgomery_output,-1569,1599,1599,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,1,2,2,4,before_optional_reduce,-3189,2673,3189,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,1,2,2,4,reduced,-1676,1580,1676,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,1,2,3,8,before_butterfly,-1676,1580,1676,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,1,2,3,8,montgomery_output,-1623,1538,1623,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,1,2,3,8,before_optional_reduce,-2798,3042,3042,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,1,2,3,8,reduced,-1703,1653,1703,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,1,2,4,16,before_butterfly,-1703,1653,1703,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,1,2,4,16,montgomery_output,-1582,1653,1653,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,1,2,4,16,before_optional_reduce,-2104,2971,2971,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,1,2,4,16,reduced,-1528,1681,1681,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,1,2,5,32,before_butterfly,-1528,1681,1681,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,1,2,5,32,montgomery_output,-1550,1088,1550,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,1,2,5,32,before_optional_reduce,-2313,2371,2371,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,1,2,5,32,reduced,-1520,1665,1665,1,0,0,centered,1,1
random_0,current_ref,after_twist,0,2,-1,-1,0,fqmul,-1714,1705,1714,1,0,0,centered,1,1
random_0,current_ref,gt_input_mat,0,2,-1,-1,0,after_twist_gather,-1714,1705,1714,1,0,0,centered,1,1
random_0,current_ref,dft3_d_raw,0,2,-1,-1,0,before_d_reduce,-3039,2281,3039,1,1,0,lt_1q,1,1
random_0,current_ref,dft3_t,0,2,-1,-1,0,fqmul_omega3,-1591,1658,1658,1,0,0,centered,1,1
random_0,current_ref,dft3_y_raw,0,2,-1,-1,0,before_optional_reduce,-4503,4010,4503,2,1,0,lt_2q,1,1
random_0,current_ref,dft3_y_stored,0,2,-1,-1,0,reduced,-1695,1714,1714,1,0,0,centered,1,1
random_0,current_ref,ntt32_bitreverse_input,0,2,0,0,1,reduced,-1695,1394,1695,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,2,0,1,2,before_butterfly,-1695,1394,1695,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,2,0,1,2,montgomery_output,-1695,1394,1695,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,2,0,1,2,before_optional_reduce,-2571,2597,2597,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,2,0,1,2,reduced,-1719,1564,1719,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,2,0,2,4,before_butterfly,-1719,1564,1719,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,2,0,2,4,montgomery_output,-1330,1388,1388,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,2,0,2,4,before_optional_reduce,-2606,2050,2606,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,2,0,2,4,reduced,-1616,1462,1616,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,2,0,3,8,before_butterfly,-1616,1462,1616,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,2,0,3,8,montgomery_output,-1593,1641,1641,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,2,0,3,8,before_optional_reduce,-2900,2754,2900,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,2,0,3,8,reduced,-1715,1582,1715,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,2,0,4,16,before_butterfly,-1715,1582,1715,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,2,0,4,16,montgomery_output,-1179,1735,1735,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_raw,0,2,0,4,16,before_optional_reduce,-2802,2649,2802,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,2,0,4,16,reduced,-1722,1684,1722,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,2,0,5,32,before_butterfly,-1722,1684,1722,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,2,0,5,32,montgomery_output,-1359,1733,1733,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_raw,0,2,0,5,32,before_optional_reduce,-2298,3213,3213,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,2,0,5,32,reduced,-1434,1724,1724,1,0,0,centered,1,1
random_0,current_ref,ntt32_bitreverse_input,0,2,1,0,1,reduced,-1685,1714,1714,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,2,1,1,2,before_butterfly,-1685,1714,1714,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,2,1,1,2,montgomery_output,-1490,1679,1679,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,2,1,1,2,before_optional_reduce,-2765,3313,3313,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,2,1,1,2,reduced,-1271,1521,1521,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,2,1,2,4,before_butterfly,-1271,1521,1521,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,2,1,2,4,montgomery_output,-1646,1716,1716,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,2,1,2,4,before_optional_reduce,-2604,2085,2604,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,2,1,2,4,reduced,-1721,1575,1721,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,2,1,3,8,before_butterfly,-1721,1575,1721,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,2,1,3,8,montgomery_output,-1568,1594,1594,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,2,1,3,8,before_optional_reduce,-2993,2795,2993,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,2,1,3,8,reduced,-1691,1706,1706,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,2,1,4,16,before_butterfly,-1691,1706,1706,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,2,1,4,16,montgomery_output,-1574,1664,1664,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,2,1,4,16,before_optional_reduce,-1200,2344,2344,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,2,1,4,16,reduced,-1645,1550,1645,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,2,1,5,32,before_butterfly,-1645,1550,1645,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,2,1,5,32,montgomery_output,-1576,1645,1645,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,2,1,5,32,before_optional_reduce,-2807,2941,2941,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,2,1,5,32,reduced,-1606,1603,1606,1,0,0,centered,1,1
random_0,current_ref,ntt32_bitreverse_input,0,2,2,0,1,reduced,-1600,1703,1703,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,2,2,1,2,before_butterfly,-1600,1703,1703,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,2,2,1,2,montgomery_output,-1600,1648,1648,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,2,2,1,2,before_optional_reduce,-2724,3130,3130,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,2,2,1,2,reduced,-1654,1662,1662,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,2,2,2,4,before_butterfly,-1654,1662,1662,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,2,2,2,4,montgomery_output,-1654,1662,1662,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,2,2,2,4,before_optional_reduce,-3299,3106,3299,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,2,2,2,4,reduced,-1608,1668,1668,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,2,2,3,8,before_butterfly,-1608,1668,1668,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,2,2,3,8,montgomery_output,-1496,1668,1668,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,2,2,3,8,before_optional_reduce,-2196,3317,3317,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,2,2,3,8,reduced,-1468,1562,1562,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,2,2,4,16,before_butterfly,-1468,1562,1562,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,2,2,4,16,montgomery_output,-1437,1621,1621,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,2,2,4,16,before_optional_reduce,-2841,2999,2999,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,2,2,4,16,reduced,-1522,1720,1720,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,2,2,5,32,before_butterfly,-1522,1720,1720,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,2,2,5,32,montgomery_output,-1701,1426,1701,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,2,2,5,32,before_optional_reduce,-2483,2985,2985,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,2,2,5,32,reduced,-1567,1702,1702,1,0,0,centered,1,1
random_0,current_ref,after_twist,0,3,-1,-1,0,fqmul,-1729,1691,1729,1,1,0,lt_1q,1,1
random_0,current_ref,gt_input_mat,0,3,-1,-1,0,after_twist_gather,-1729,1691,1729,1,1,0,lt_1q,1,1
random_0,current_ref,dft3_d_raw,0,3,-1,-1,0,before_d_reduce,-2231,2856,2856,1,1,0,lt_1q,1,1
random_0,current_ref,dft3_t,0,3,-1,-1,0,fqmul_omega3,-1711,1661,1711,1,0,0,centered,1,1
random_0,current_ref,dft3_y_raw,0,3,-1,-1,0,before_optional_reduce,-4496,3292,4496,2,1,0,lt_2q,1,1
random_0,current_ref,dft3_y_stored,0,3,-1,-1,0,reduced,-1687,1724,1724,1,0,0,centered,1,1
random_0,current_ref,ntt32_bitreverse_input,0,3,0,0,1,reduced,-1685,1704,1704,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,3,0,1,2,before_butterfly,-1685,1704,1704,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,3,0,1,2,montgomery_output,-1685,1374,1685,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,3,0,1,2,before_optional_reduce,-2696,3389,3389,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,3,0,1,2,reduced,-1650,1482,1650,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,3,0,2,4,before_butterfly,-1650,1482,1650,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,3,0,2,4,montgomery_output,-1650,1402,1650,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,3,0,2,4,before_optional_reduce,-2634,3132,3132,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,3,0,2,4,reduced,-1716,1592,1716,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,3,0,3,8,before_butterfly,-1716,1592,1716,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,3,0,3,8,montgomery_output,-1716,1599,1716,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,3,0,3,8,before_optional_reduce,-2066,2776,2776,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,3,0,3,8,reduced,-1687,1704,1704,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,3,0,4,16,before_butterfly,-1687,1704,1704,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,3,0,4,16,montgomery_output,-1649,1349,1649,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,3,0,4,16,before_optional_reduce,-2271,2889,2889,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,3,0,4,16,reduced,-1574,1691,1691,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,3,0,5,32,before_butterfly,-1574,1691,1691,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,3,0,5,32,montgomery_output,-1474,1592,1592,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,3,0,5,32,before_optional_reduce,-2592,2035,2592,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,3,0,5,32,reduced,-1531,1666,1666,1,0,0,centered,1,1
random_0,current_ref,ntt32_bitreverse_input,0,3,1,0,1,reduced,-1687,1724,1724,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,3,1,1,2,before_butterfly,-1687,1724,1724,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,3,1,1,2,montgomery_output,-1687,1724,1724,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,3,1,1,2,before_optional_reduce,-3054,2899,3054,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,3,1,1,2,reduced,-1633,1711,1711,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,3,1,2,4,before_butterfly,-1633,1711,1711,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,3,1,2,4,montgomery_output,-1633,1427,1633,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,3,1,2,4,before_optional_reduce,-1733,2854,2854,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,3,1,2,4,reduced,-1688,1724,1724,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,3,1,3,8,before_butterfly,-1688,1724,1724,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,3,1,3,8,montgomery_output,-1420,1713,1713,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,3,1,3,8,before_optional_reduce,-2589,3291,3291,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,3,1,3,8,reduced,-1631,1707,1707,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,3,1,4,16,before_butterfly,-1631,1707,1707,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,3,1,4,16,montgomery_output,-1666,1389,1666,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,3,1,4,16,before_optional_reduce,-2896,3110,3110,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,3,1,4,16,reduced,-1719,1553,1719,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,3,1,5,32,before_butterfly,-1719,1553,1719,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,3,1,5,32,montgomery_output,-1555,1137,1555,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,3,1,5,32,before_optional_reduce,-2903,2438,2903,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,3,1,5,32,reduced,-1695,1643,1695,1,0,0,centered,1,1
random_0,current_ref,ntt32_bitreverse_input,0,3,2,0,1,reduced,-1553,1640,1640,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,3,2,1,2,before_butterfly,-1553,1640,1640,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,3,2,1,2,montgomery_output,-1553,1640,1640,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,3,2,1,2,before_optional_reduce,-2320,3154,3154,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,3,2,1,2,reduced,-1674,1619,1674,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,3,2,2,4,before_butterfly,-1674,1619,1674,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,3,2,2,4,montgomery_output,-1212,1619,1619,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,3,2,2,4,before_optional_reduce,-2159,3079,3079,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,3,2,2,4,reduced,-1527,1530,1530,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,3,2,3,8,before_butterfly,-1527,1530,1530,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,3,2,3,8,montgomery_output,-1199,1296,1296,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,3,2,3,8,before_optional_reduce,-2485,2268,2485,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,3,2,3,8,reduced,-1615,1407,1615,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,3,2,4,16,before_butterfly,-1615,1407,1615,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,3,2,4,16,montgomery_output,-1614,1394,1614,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,3,2,4,16,before_optional_reduce,-2696,2418,2696,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,3,2,4,16,reduced,-1591,1577,1591,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,0,3,2,5,32,before_butterfly,-1591,1577,1591,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,0,3,2,5,32,montgomery_output,-1558,1688,1688,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,0,3,2,5,32,before_optional_reduce,-2554,2794,2794,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,0,3,2,5,32,reduced,-1571,1726,1726,1,0,0,centered,1,1
random_0,current_ref,top_split_raw,1,-1,-1,-1,0,no_reduce,-4496,4487,4496,2,1,0,lt_2q,1,1
random_0,current_ref,after_twist,1,0,-1,-1,0,fqmul,-1686,1551,1686,1,0,0,centered,1,1
random_0,current_ref,gt_input_mat,1,0,-1,-1,0,after_twist_gather,-1686,1551,1686,1,0,0,centered,1,1
random_0,current_ref,dft3_d_raw,1,0,-1,-1,0,before_d_reduce,-2806,1365,2806,1,1,0,lt_1q,1,1
random_0,current_ref,dft3_t,1,0,-1,-1,0,fqmul_omega3,-1650,1715,1715,1,0,0,centered,1,1
random_0,current_ref,dft3_y_raw,1,0,-1,-1,0,before_optional_reduce,-4017,3697,4017,2,1,0,lt_2q,1,1
random_0,current_ref,dft3_y_stored,1,0,-1,-1,0,reduced,-1691,1725,1725,1,0,0,centered,1,1
random_0,current_ref,ntt32_bitreverse_input,1,0,0,0,1,reduced,-1675,1725,1725,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,1,0,0,1,2,before_butterfly,-1675,1725,1725,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,1,0,0,1,2,montgomery_output,-1548,1581,1581,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,1,0,0,1,2,before_optional_reduce,-2739,3242,3242,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,1,0,0,1,2,reduced,-1675,1664,1675,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,1,0,0,2,4,before_butterfly,-1675,1664,1675,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,1,0,0,2,4,montgomery_output,-1305,1437,1437,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,1,0,0,2,4,before_optional_reduce,-1565,2932,2932,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,1,0,0,2,4,reduced,-1717,1614,1717,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,1,0,0,3,8,before_butterfly,-1717,1614,1717,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,1,0,0,3,8,montgomery_output,-1717,1632,1717,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,1,0,0,3,8,before_optional_reduce,-2446,3170,3170,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,1,0,0,3,8,reduced,-1721,1588,1721,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,1,0,0,4,16,before_butterfly,-1721,1588,1721,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,1,0,0,4,16,montgomery_output,-1464,1651,1651,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,1,0,0,4,16,before_optional_reduce,-3008,2475,3008,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,1,0,0,4,16,reduced,-1619,1604,1619,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,1,0,0,5,32,before_butterfly,-1619,1604,1619,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,1,0,0,5,32,montgomery_output,-1545,1427,1545,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,1,0,0,5,32,before_optional_reduce,-2640,3031,3031,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,1,0,0,5,32,reduced,-1604,1726,1726,1,0,0,centered,1,1
random_0,current_ref,ntt32_bitreverse_input,1,0,1,0,1,reduced,-1691,1644,1691,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,1,0,1,1,2,before_butterfly,-1691,1644,1691,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,1,0,1,1,2,montgomery_output,-1591,1622,1622,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,1,0,1,1,2,before_optional_reduce,-2345,1816,2345,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,1,0,1,1,2,reduced,-1654,1686,1686,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,1,0,1,2,4,before_butterfly,-1654,1686,1686,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,1,0,1,2,4,montgomery_output,-1638,1686,1686,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,1,0,1,2,4,before_optional_reduce,-3340,2675,3340,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,1,0,1,2,4,reduced,-1718,1447,1718,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,1,0,1,3,8,before_butterfly,-1718,1447,1718,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,1,0,1,3,8,montgomery_output,-1712,1576,1712,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,1,0,1,3,8,before_optional_reduce,-3430,3023,3430,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,1,0,1,3,8,reduced,-1721,1698,1721,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,1,0,1,4,16,before_butterfly,-1721,1698,1721,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,1,0,1,4,16,montgomery_output,-1646,1587,1646,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,1,0,1,4,16,before_optional_reduce,-3250,3272,3272,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,1,0,1,4,16,reduced,-1699,1710,1710,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,1,0,1,5,32,before_butterfly,-1699,1710,1710,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,1,0,1,5,32,montgomery_output,-1491,1723,1723,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,1,0,1,5,32,before_optional_reduce,-3142,2186,3142,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,1,0,1,5,32,reduced,-1647,1453,1647,1,0,0,centered,1,1
random_0,current_ref,ntt32_bitreverse_input,1,0,2,0,1,reduced,-1639,1720,1720,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,1,0,2,1,2,before_butterfly,-1639,1720,1720,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,1,0,2,1,2,montgomery_output,-1639,1686,1686,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,1,0,2,1,2,before_optional_reduce,-2566,2401,2566,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,1,0,2,1,2,reduced,-1678,1694,1694,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_input,1,0,2,2,4,before_butterfly,-1678,1694,1694,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_fqmul,1,0,2,2,4,montgomery_output,-1488,1694,1694,1,0,0,centered,1,1
random_0,current_ref,ntt32_stage_raw,1,0,2,2,4,before_optional_reduce,-2785,2849,2849,1,1,0,lt_1q,1,1
random_0,current_ref,ntt32_stage_stored,1,0,2,2,4,reduced,-1569,1688,1688,1,0,0,centered,1,1
