implementation crypto_kem/ntruplus864/avx2 - 
publickeybytes 1296 
secretkeybytes 2624 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
sotp_encode_cycles - 364 +101+55+3+5-4+5-5+16+7+4+5+7-2+10-10+1+11-12-16-12-15-18-4-11+11-11+0-9+9+2-13-10
sotp_decode_cycles - 400 +420+4-1-5+8-6-5+3-1+5+1+12-5+5-10-6-2+4+1-10+8-1-8+1-8+8-5+6+1+5+3-5
hash_f_cycles - 12136 +1593+66+124+110-5+91+42-86-19+22-24+39+3-55+6+37-37+33-43-85-5-25-87+54+7-121-11+26-173-220-15+28
hash_g_cycles - 13371 +405+158-12-65-34+56+20+183+15+24+22+53-62+19-18-85+34+2+6+19-33+6+98-56-14-18+13-162-135-59-36-59
hash_h_cycles - 3829 +353+43+47+15+18+87+4+22-13-33+7-3-60-48+21+11-28-28-121-29-14-43+25+34+9-47-10+10-8+53-8-36
poly_mul_small_cycles - 3319 +400+108+72+16+21-22+25-5-26+15+60+19-8+3-40-24-1-14+17-42+26-60-26+5-14-42-53+26+18-18-33+4
poly_mul_general_cycles - 3295 +196+22+33-19+3213+8-3+22-23-34-19-48+14-10-5-1+25-15-11+20-4-14-54+0-46+33-28+24-12+48+18+12
forward_small_cycles - 1125 +50-11-29-2+6-3+12+27-18-43+1-16+9-15+13-10-1+14+1-7-24+20+13-24+7+4+3-19+1+4-3-8
forward_general_cycles - 1116 +67+7+28-7+10-1-15-1+1+13+21-11+8+3+11-2+0+9-2+2-11-10+21-11-6-12+13-8-6+25-22-10
basemul_cycles - 657 +30+12+4-13-4+5+2+13+0-5-12-10-12+11-11+4+16-5-7+2+8-3+2+9-17-7-5-10+22+12-1+7
basemul_scale_cycles - 566 +19+17-10-9-1+0+5-7+0+1+0+0+1+3+0+1+4+0-3-4+1+0+8+2-4+5-7-1+0+12-6+4
inverse_cycles - 1184 +52+36+12+15-8+2+12-4+38+3+19+13-6-13-1-11-10+8+20-10+6-20-21+24-14+1-9+0-22+6-25-18
baseinv_cycles - 1184 +23+20+6+61+4-13-14+8+7-1-11+9-22-21+2+7+8+13-1-1-25-27-6-23-2+1-1+12-6+116-11-5
poly_frombytes_cycles - 641 +44+17-7-8-15-7-1+18-4-6+10+14+2-12-2+0-6+6+1+11-7+2-4+2+3-1+6-5+4-4+11+3
poly_tobytes_cycles - 700 +91+21+12+8+5+1+8+2-10-2+18-4-6-1+3-4+8-9+2-5+8+6-2-6-14+1+12+12-11-6-14-17
cbd1_cycles - 348 +57+38+24+19+18+6-1+1-1-1+14-7+2-1-7-6+4-5+1-1+2+0+3+1-4-5-1-4-5+0+0-5
crepmod3_cycles - 456 +41+21+6-12+7+8+1+7-10+10+3+2-2-6-5+2-3+0-8-3+0-7-3-4+2+7+1-2+7+2-3-1
poly_add_cycles - 242 +39+16-7-5+1+4-6-5-3+1-2-1+0-2+3+2+2+0+0+4+4-4+1+0-1+1+0+2-2-4+4+7
poly_sub_cycles - 239 +18+15+1-2-2-3-6-3+0-5-1+2+6-3-3+3-4+1-5+9+3+4+2-2+0+3-5-3+1+2-2+1
sotp_encode_cycles - 367 +39+18-9-2-1-3-6+3+3-1-11-5+11+12+1+2+4-13-1-1-1+4+10-21-3+1+1-2+0+2-1+11
sotp_decode_cycles - 400 +25+0+2-5-6-6+1-9-3-6-7+4+1+4+3+4-5-2+2-4+3+14-7+5-3+0+9-2+2-6+0+9
hash_f_cycles - 12169 +119-91+26+12+44-25-74-252+4-73-85+502+223-4-3-60-200+1273+15814+10638+11041+5652+15-118+1549+5-209-56-5-213-155+40
hash_g_cycles - 13281 +280+11+4+188-99+74+76-168-148+107+97-88-165+99+10967+132+19-132-160+59+21-164-48-114+96+99-123+86-98+26-134-125
hash_h_cycles - 3809 +112+5-12+37-44+27-30+1+8-22+42-57-21-10-20-14+28-30+8+41+1-4+21-54-13+39+7+32-31-5+44+12
poly_mul_small_cycles - 3315 +89+27+75+18+43+2+26-49+2+19-5-6+5+19+3-49-21-17-15+7+6-41+2-1-21+2-16-22-29+3-34-23
poly_mul_general_cycles - 3302 +98+31-19+21+18-22+15-3+31-32+12-20-28+9+1+32+4-16-31-11+21+25-34+33-42-11-40+20-18-2-54+19
forward_small_cycles - 1116 +29+12-28+8-2-6+11+2-15+11+15-18+19+14-14+15-20+3-11-17-18-22+1+51-13-2-3-23+34+9+26-3
forward_general_cycles - 1117 +10+9+4-14+9-26+25+3-17-36-4-12+0+3-1-5-9-1-3-14-18-4+3+31+4+22+18-12+22-1+0+16
basemul_cycles - 656 +37+4-8-13-7-10-15+2-3+5-7+3-12+4-12-9-1+2+1-4-2+18+3-2+1+17+29+26-4+8+10+12
basemul_scale_cycles - 567 +24+15-7-1+2+3-1+0+1-8+1-8+3-7+11-2+1-5+1-5+2-1+2-5+4-7-8+1+0-8-6-2
inverse_cycles - 1192 +44+20-15-11+12-7-1+3-1+1+1+15+15-3+10+18+9-14-9+1-17-20+11+1-1+5-5-6+6+8-22-2
baseinv_cycles - 1191 +34+15+27-6-3+4+7-31+1+55-11-6+58+13-8+0+2-2-9-1-15+16+3+1-16+24-1-9-24+0+75-12
poly_frombytes_cycles - 643 +34+1-5+6-6+8-10-2+7-1+4+2+13+12+0-7+1+5+6+5-6-6-2-5-17-5+0+2+4-1-8+6
poly_tobytes_cycles - 696 +4+7+12+5+8-1+12+22-3+7+30-11-2+2-6-4+13-5-7-1+3-3-2+4-7-2-14-13-7+12-2+4
cbd1_cycles - 351 +22+11+13+8+6-1-8-9+3-2+4-3-9-3-2+3-8+0-3+3-2-4-2+2+1-2-1+9+5+2+3+7
crepmod3_cycles - 461 +24+7-3-1+3+10-5-1+7-15-14+66+7+12+5-1+7+4-1-11-6-7+8-10+2-1-5+6-13-9-9-4
poly_add_cycles - 238 +56+29+8+2-3-3+4+3-4+3+6+13+1-1+0-2-1-5-3+0-5+0+1-4+2+3+4+1-2-3+2-6
poly_sub_cycles - 239 +36+12+1-5-3-3-1+4+2-4+3-1-4+2-2-6-2+5-1-3+3-1+9+8+1+1+0-1+3-4-5-1
sotp_encode_cycles - 368 +11-4-13+2-3-3+4-2-1+8+5+1-2-7-5+2+0+1-1-9-3+12+7+7+7+9-5+6+2-2+3-4
sotp_decode_cycles - 400 +27+8+4-3-4+5-6-6-1+0+12+6+4+8+1+0-1+6-1+4+0-1-4+3+2-8-11+9-1-4+2+0
hash_f_cycles - 12132 -58-96+35+76-1+69-6-28-6-186-11+43+17-37-56+49+95+39+41-14-36+10+60-52-23-116+57-2-3+63-161+17
hash_g_cycles - 13357 +106+86+34+5+38-24+92-5+21+28-8-67+1-15-39-12+61-139+27-57-32+3-184+19-12+10+12-79-17-233+8+72
hash_h_cycles - 3823 +44+6+14+4+20-50-1-52-34+9+30+17-132-18-32+1+1+11-11-6-20-15+49+9-3+30+6-33-2+22-41-37
poly_mul_small_cycles - 3314 +54+115+39-5-5+18+41+42+41+55+38+3-25-22+16-2+24+3-16-3-7+10-17+1-56-18-9-54+18-10-31-15
poly_mul_general_cycles - 3295 +142-11+7-4-16-10-6+15-43-43-5-6-58-3+25+11-12-19+3+36-42-64+18+29+6+15+33+32-14+19+5+28
