implementation crypto_kem/ntruplus864/avx2 - 
publickeybytes 1296 
secretkeybytes 2624 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
poly_sub_cycles - 238 +42+21+5+3+0-5-3+11+5+4+6-2+6+2+2-1-5+0+1-1-1+1-4+14+0+0-4-2-3-3+0-3
sotp_encode_cycles - 362 +43+22-2+6+3+12-15+9+20-14-7-13-3+7+16-8+8+11-8-14-10-2+6+12-10+2-15-9-14-9+10+8
sotp_decode_cycles - 1028 +43+61+34+25+40+40+16-100-215-631-147-628+22+35+22-119-114-520+4-578+31+22+21+16+7+13+22-633-632-632+31-618
hash_f_cycles - 12128 +3570+85-14+69+47-30-33+15-84+0+81+38-24-19-197-14-35+46+51-190+11-26+9-67+22+30-41+15-156+58+54-123
hash_g_cycles - 13293 +295+138-36+98-126-191+64-101+38-42-130+29-201-168+84+103+52+47+20+58-127-80+111-204+105-188+25-201+43-210-119+47
hash_h_cycles - 3791 +178+107+25-80-52+55-72+63+58-57+30-75-90+27-73-77+43+13-73+33-60-71-56-81+40-61+27+52+18+39-2+60
poly_mul_small_cycles - 3307 +219+120+62+57+79+15+9-3+7-4+13+47-4-10-32-26-14-6+10-6-28+34-19-19-5-45+15-4+0-2+35-35
poly_mul_general_cycles - 3297 +146+45-7+30+47+53+4+10-2+50+41+34-3-32+49+21-19-6+14-14-27-23-26-50+25-26-84-1-26-20-27+5
forward_small_cycles - 1118 +50-9+12+5-13-13-15-3+6+14+8+24-11-8-6-23-6+20-13-17+14-13+14+7+7+22+11-11+19-1-5-21
forward_general_cycles - 1125 +52+13+8-9-6-3+2+21-3-16-4+4+4+0-14+12-18+15-4+8+3+18+10-8+3+23-25-1+1-7-16-4
basemul_cycles - 656 +72-3-13+6+18-13-9-13-13+0-4+6-8-2-14-3+21+3+3-10+15-6-6+1+7-1+3+2-7+16+18+7
basemul_scale_cycles - 563 +23+21+7-6+2-4-1-5+2+5-5+12-4-1-6-4+4+1-2+3+1+7+3+7+9+2-6+0-6-3-3-8
inverse_cycles - 1192 +31+36+9+15+8+7-24-4+15-24-21+2+0+8+6+0-3-19+14+5-12-15-14+6-5+3+0-3-10+4-42-24
baseinv_cycles - 1183 +91+49+77+0+2-11-4-7+8+11-1+3+2-15-17+7+9-3-11-4+3-3-24-13-12-13+10+25+18-23-3+8
poly_frombytes_cycles - 659 +1457+1424+1269+1403+1433+634+1074-17+409+921-13+682-9+215-35-36-18+5-7-17-32-17-10+64+300-19-18-24-18-16-13-19
poly_tobytes_cycles - 689 +19+1570+1632+2+4+12-2+8+12-5-4+17+7-7+0+9-12-2+2+12-9-8-8-2+4+1+2-2-11-4-4-1
cbd1_cycles - 347 +31+18+14+17+23+11+1+0-6-6+4+1+0-3-5+0-1+6+0+2-2-4+1+2-5-5-3-5-5-6-5-1
crepmod3_cycles - 457 +86+28+0+3+12+2-3+3+10-1-1+13-4+12-2+4+8-5+5-5+1-8+3-1+0-4-10-6+0-7+5-4
poly_add_cycles - 241 +59-4-4-2-6+2-1-5+9+13+4+1+2+5-1-5-6-3+4+2+9+2-6+9+5-7-1+2-2-4-3-4
poly_sub_cycles - 237 +41+14-2-3-6-3+1-1-2+2-3+1+1+1+4+5-2+0-2-1+3-1-3+4-2+4-2-2-1+6+8+4
sotp_encode_cycles - 368 +13-1-10+10+2-6+1+6+5+3-3-19-14+7+2-3-1-17-20+7-2+7+0-17+0+0-3+2-5-4+8+2
sotp_decode_cycles - 397 +32+8+2+5+5+9-1+11+7-1-4-1+1-5-5+4-1-9-3-2+1+1+2+6-7-3-6-1+1-3-3-2
hash_f_cycles - 12138 -20+13+64+31-125+64+36+15-171-143-35-138+73+33+0+7-11+108-45+17-115+33+33-8-216+38+3-47-116-166+97-64
hash_g_cycles - 13312 -51-189+50+27+111+19-99+24-176+18+35-216-154-157-142+35-32+59+28-290-39-244+13+91+94-53+7+75+12-107+101+6
hash_h_cycles - 3801 +117-29+54-12-33-5+9-68+28-89-23-28+66-63-70-4+12+44+33-60+16+50+11+0-90+62-62+5-26+43-4+28
poly_mul_small_cycles - 3320 +70+42+28+22+41+29+20-28+31+3+9+23+27-8-9-6+7+8-41-2-21-36-25-11-27-17+8-32-24-39-33+5
poly_mul_general_cycles - 3307 +98+39-3+19+5+34-38-6-15-3+4-12+22+1+9-5-17+0-45+9+39-11-18-16-9-18+0+77+8+412+47-6
