implementation crypto_kem/ntruplus864/avx2 - 
publickeybytes 1296 
secretkeybytes 2624 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
poly_sub_cycles - 244 +31+9+14+3+15+13+21+17+4+29+10+5+2+2-7-5-6-9-7-8-1-1-7-2-1-3+2-9-3-1-5-1
sotp_encode_cycles - 367 +40+32-1-10-5+2+0+0-5-3+4-3+0-5-6+0+4-3-12-3+1+2-4+2+4+4+3-1+8-5+4+2
sotp_decode_cycles - 395 +16+3+7+10-3+10-1-1+8+9-3+1-7+4-2+2-1+6-6-3+1+1+3-8+0-8-1+1+0-1+0+1
hash_f_cycles - 12138 +92-94+122+56+30-128+70+24-12+60-178-21-44-155+1-17-4+69-190-49-53+43-15+64+15-75-7+18+39-72+48+6
hash_g_cycles - 13347 +22+40+94+126+46-37-221-108+5-7+64+18-16-21-16-203-22+63-6-195+41-24+26-204-9+7+70+62-152-19+7+26
hash_h_cycles - 3825 +164+8+38-20+3-3-32+24+5-13-29+39+47-26-4-36+23+407+19+28-46-18+56+24-10-4-30+3-5+10-15-94
poly_mul_small_cycles - 3314 +147+105+31+52+55+31+16+42-11-13+17-1-6+8-45+43-15+7-20-51+60-79-29+15-82-4-43-1-32-31-23+9
poly_mul_general_cycles - 3315 +63+9-12+42-24+30-10+25+43+23+20-37+19+15-7+9-12-1+0+17-26-5-39-40-17-34+60-36+22-6-2-26
forward_small_cycles - 1124 +41+32+44-5+24-28-3+20-16-11-8-11-10+10-6-27+7-9+26+6-7+16-8-10+9-2+15+18+0-10+4+12
forward_general_cycles - 1134 +52-8+22+0-5+14+9+6-18+21-7+21+22+19-5+29-1+13+9-11+22-5+4+2-2-6-14-26-37-20-19-20
basemul_cycles - 656 +32+13+2-9-12+1+24+21+3+32+21+18+2-10-4-8-7-2-7+16+19+3-9+0-4-9-7-3+12-4+3-1
basemul_scale_cycles - 562 +26+9+17-3-5-4+4-4-4+3+4-2+5+7+2-1-1-6-1+2-5+1-4+1+5+7+1+1-5+1-1-1
inverse_cycles - 1185 +31+20+16+26-20+6+7-14+7-2+20+12-14+14-17+19-1+0-12+9+8+2-17-9-30-24-13-7-14-7+15-16
baseinv_cycles - 1182 +28+32-5-2-6-6+1-4+11+4+16+10+1+17+25-4-9-3+2+4-2+103-12-11+7-25+6-2-1+12-1-5
poly_frombytes_cycles - 642 +21+10-8-4-8-8-4-8-8+0+6+7-1-1-7-1+16+4+7+3+6-10-3+3+0-4+9+6-11+8+12-11
poly_tobytes_cycles - 685 +8+2+11-11-1-1+2+8+0+1+13+2-4-7-2+6-12+4+14+5+10-14-3-6-7-13-10-3+18+16+3-12
cbd1_cycles - 351 +22+18+18+19+2+6+4+17-4-2-1-2+4+5+0-7-1+2-8-3-8-9-7-7-7-1-2+8+9-2+5+10
crepmod3_cycles - 460 +22+5+8-6+0+10-1+0+9-9-2+13+2+2+0-1+2-10+0+0-9-11-5+7+5+0+0+0-3-4-5-3
poly_add_cycles - 240 +70+5-1+0+0-1+0+8+2-4+0-4+4+4+10-1-4-2+3-2+2-4-5-2+0-6+4+2-5-6+5+8
poly_sub_cycles - 238 +29+10+0-2-1+5+3+4-2-4-3+1+4+4+4-2-5-4+6+5-4+14+8+1+19-2+1-3-2+0-4-4
sotp_encode_cycles - 364 +19+11-1-3+2-1+7+0+5+9+10+14+0+11-8-18+4+2-7-16-4-10-8+8-9-12-8-12-13+13+6+3
sotp_decode_cycles - 397 +24+3-1+12+1+1-1+7-1+11-2-4-8+0-3+14+7+9-2-6+9-4-2-1+0+9+3-2-5-6+2+2
hash_f_cycles - 12137 +7-108-99+82+42-108+55+53+62-32-126+4+9-110-3-216+37-38-58-63+7+48+19+41-7-248+37+20-78+73-11-3
hash_g_cycles - 13358 +140+109+40+56-24+40-13+19+3+14-116-1-21+91+12+600-143-39+11-33+52-43-28-195-265-36+80-157+40-4-55+11
hash_h_cycles - 3820 +95+15+32-16+3+29+34-35+29+7+17+1+9-53+7+0+10-50-37-37-15-15-50+16-25-56+24-52-97+21-28+29
poly_mul_small_cycles - 3303 +159+114+35+49+28+19+9+15+26+2+19-15-9-20-36-18+40+6-17-15+32+1+37-3-20-11+9-31-43-54-26-12
poly_mul_general_cycles - 3287 +154+33+42+5-6-29+7-33-5-33+0+31+5-8+10+24+27-17-34+43+5-21+54-2-15-3-34-14+14-33+14-3
