implementation crypto_kem/ntruplus864/avx2 - 
publickeybytes 1296 
secretkeybytes 2624 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
inverse_cycles - 1177 +78+42+14-20+29+20-4-2-14+12-9-3+2-7+19-15-7+20-21+1+1+13+15+16+5-14-3-33-20-9+8-6
baseinv_cycles - 1181 +57+35+18+4+6+4-24-7+1-24-19-2+111+4+12-9-7-29-9-3-22+16+1-21-7-6+11+7+30+21-9-1
poly_frombytes_cycles - 643 +23+12-10+8-13-7+2-12-3+12+1+8+4-1-9-3-14+1+8+0+10+42+0+2-9-17-10+6+9-13+0-10
poly_tobytes_cycles - 687 +32+17+6+0-8-8+0+0+22+2-1+7+4+6+9+1-3+3+1-12-6-1-4-4-10-7+13+17-3+2-5-7
cbd1_cycles - 353 +17+6+6+6+14+0-3-1+3-5-4+0-1+1-10+1+7-2+6+6+1-13-10-10-5-1-3-4+7-10+1+8
crepmod3_cycles - 460 +25+3+10+0+4+9+6+5+10+8+7+13-1+10+0-2+11-10-13+0-8-1-14-8-3-3-4-13-4+6-4-2
poly_add_cycles - 240 +50+4-4-4-2-5-6-4+6+0+1-6+3+3+0+13+4-3-3-5+1-1-3+4-2+1-1+2+1+1-6-1
poly_sub_cycles - 239 +25+16-3-4-2-4-1+5+5-4-4-4+3-1-2-5+0+8+0-3+8+2-4+13+5+1+3-2-5+4+1+4
sotp_encode_cycles - 366 +10+2-5-5+5-4+3-10-13-18-13+6+0+6+9+6-16+6-3-13-16+7-18+0-15+2+3+7+1+5-12+9
sotp_decode_cycles - 399 +19-2-4-3-9+8+7+2+2-11+0+3+0-2+2+1-2+3-2-4+3-4-2+1-2+6-7+0+3+1+1+2
hash_f_cycles - 12146 +41+46+84+29+13+94+44+0-11-80-201+88-160-96+47+50+31-29-220-87-2-163-199-41-167+61-63-46-12+30+14+38
hash_g_cycles - 13359 -16-3+2-106+17+124+35+54-71+100+88+5-12-19+57+12+42-2-151+21+8-285-195-197-47+9-7+41+38-235-262-84
hash_h_cycles - 3837 +46+47+5-52-30-37-30-1+0-70+16+1+9-26+27+30+5+0-19-4+7-25-25-9+0-22-47+6+2+3+11+1
poly_mul_small_cycles - 3316 +98+78+61+28+35+10+11-24-3-19-34-24-16-30+7+8+9+1+5+24-24+1+31+13-28-10-30-5-5+3-48-13
poly_mul_general_cycles - 3297 +98+83+73+24+19+5+7+0+13+23-82-39+38-21-59+21+8-37-5-30+34-15+18-16+2-8+10-37-16-7-29-15
