implementation crypto_kem/ntruplus864/avx2 - 
publickeybytes 1296 
secretkeybytes 2624 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
poly_add_cycles - 243 +143+40+1-5+8-8-8-6-5-7-7+8+4+1+3-6+0+5-2+4+0-5-5+7+6-2+3+5+7+0-7-7
poly_sub_cycles - 244 +136+5+0-5+4+6+3-5-1+2+1-3-1-1-1+4+29-4+5+2+6+0-4-8-9+7-2-4+0-8-3-3
sotp_encode_cycles - 367 +173+7+4-12+3-2+2-1+8+4+0-2-4-8+8+0-10+7-8-17-8-12+4+1-9+12-4+0+5+0-1-2
sotp_decode_cycles - 397 +236-1+0-1-4-3+3-8+2+11+4+0-3+0-1+10+4+7+10-1+2+10-6-2-8+2-2+2+8+6-2-2
hash_f_cycles - 12134 +941+48+63-104+52-55-111-105-98+39+11+2+0-51-6-148+8-66-7-149-9+51+15+24-125+5-62+27+25+5-25+48
hash_g_cycles - 13352 +344-174-235-170+140+20-230-14-14+62-182-235-255+12-52-47+22+87-24+27+81+1-185+22+21+45-10+81-15+71-16+43
hash_h_cycles - 3825 +323+37+23+27-72+10-21+40-38+0-59-9-2-96+5+90+2+22+4+55+30-77-8+39-20+61-127-85+10-66-39-101
poly_mul_small_cycles - 3312 +545+192+47-12+55+10+37-5+0-10-37+40-37+49-4+60-4-69+8-7-11-20+65+8-38-22-20+13-14+0+8-4
poly_mul_general_cycles - 3306 +267+141+1+5-10+5-15+9-43-16-13-53+22+38+31-1+18+8+5+13-38-18+41-21-23+9-9-17-16+13-29+26
forward_small_cycles - 1128 +78+7-9+20-1+21+4+14+5+18-13+7-11-6+10+4+3-17+4+21-3+20-10-2-5-5-35-27-11-6-2-17
forward_general_cycles - 1115 +88+21-13-6+19+1+14-13-12-3+5-28-22+18-3-8+5+11-5+5-6-16-18+5+26+7+37+5-8-20-8+7
basemul_cycles - 655 +43+11+14-6-8-8+20+8+10+14-3+0-3-9-2-3+9-14-2-3-1+13-2+11-4-8+1+5+7+4+5-3
basemul_scale_cycles - 566 +18+15+16-7+4-6-4-6-6+10-1+8+0+5-1+3-1+1+7+1-1+1+0+4-9-5-2-2+2-1-1-3
inverse_cycles - 1182 +68+45+35+11+15-6-16-26+4+14-17+16-19-12-17-1+8-11-8-1+6+17-12+4-2-5+5-6+15+14-11-7
baseinv_cycles - 1186 +114+12+19-1+78+5+9-8+5+5-16-26-11+4-6-7+1+4-21+3-8+7+2-5-4+109+4-5+19-14-10-20
poly_frombytes_cycles - 640 +15+17-4-6-1-9+3-14+6-5+1-17+3-17-3+9-2-4+5+7-5+3-16+1+0+14+2+0+22-22+2+5
poly_tobytes_cycles - 695 +44-4-7+7+2+9+6+11-1+13-3+7-4-5+2+392-4+0+20-9+8-1+1-1-13-8+6-13+1-2-5-5
cbd1_cycles - 344 +34+19+17+13+13+10+10+1-2-1+0+0+0-1-2-3-1+0-3+4+1-2-4-2+1+6+7-1-2+9+0+1
crepmod3_cycles - 462 +28+1-1-9-1-6-6+3-1-6-8+0-2-5+6+3-4+3-13+6+10+1-1+2+3+3+0-3+0+6-18-10
poly_add_cycles - 242 +66+2+2+5-2-1+10+1+0+5-4+2-6+1-2-5+1-4-4-6-6-4-4+4-4+4+1+0-3+1+6+0
poly_sub_cycles - 238 +62+12+31-3+9+4-6-1-2+3+5+6-5-3-1-4+0+1-2+6+0-1-2+1-3-4-3-1+12+8-2+4
sotp_encode_cycles - 367 +13+7-1-6-8-15+1+0+4-1-2+6-21-1+10+13+3-1+10+2+0+8-19-1+9+4-1+1-22-22-18-6
sotp_decode_cycles - 398 +28-7-1-8+4-5+10+7-2-3+7-6+0-5-1+2-4+10+0+5+2+4+12+8+0-2+0+1-3-1-1-1
hash_f_cycles - 12122 +347-11+71-71-2+19+27+90+79-150-117+18-19-49+85+56-151+2+74+4-22-38+52-54+23-145-223-14-173-19+55+63
hash_g_cycles - 13356 -160+91+67-1-31-203-28+14-23-170+52+2+11+66-224+33+26-24-24+32-283+41+0+92+26-25+5-12+6-14-14+97
hash_h_cycles - 3827 +32-9-14+17-91+24+32-8-36+28+9-1+8-2+45-30+59+18-73-14+10-19+5+13-5-21-16-11+62-31-18+35
poly_mul_small_cycles - 3315 +149+66+61+72+30+12+40+37+13-47+5-17+24-33+14-26-19+15+8-11-12-12-68-52-24-14+0-13-5+12+0-22
poly_mul_general_cycles - 3302 +100+29+20+45+18-9+59-21+31+8+44+20-5-8+54-29+16-23-59-2-24-13-3-4+1-24-41-27-5+14+38-18
forward_small_cycles - 1123 +58+9+9-2+23-22-11-12-9+30+12-22+5+4-13-21+3-25+1-16-11+3+12+31+8-23+8+16-11-12+9-5
forward_general_cycles - 1122 +33-18-26+5+9-29-11+9+11-1+2+6-5+36+12+5-8+0-8-13+3-17-13-8-4+32+0+6+10-12+4-4
basemul_cycles - 653 +19-10-1+6-10-5-12+12-2-6-1-6-12-4+14+5+16+15-13+420+22+14+0+0-3+8-5-9-11+18+11+28
basemul_scale_cycles - 565 +17+13-6-2-5-1+3+1-3-5+12-7+5+4+1+3-5+0-5+2+1+4-4-1-3+0-5+2+7-1-4-6
inverse_cycles - 1187 +76+27+27+12+8+4+3+24+12-9+3-16+9-6+1-3-15+1-2-8-14-5-4-12+21+13-28-11-8+10-13+8
baseinv_cycles - 1188 +93+19+26+15+14+6-18-7-16-26-7-4-3-4-7+9+0+3-4+23+1+3+0-17+6+1-13-18+197+2+17-12
poly_frombytes_cycles - 642 +19+6-1+6+2+2-8+9-18-3+0+8+4-6+0-3-2-3-4+0+4-6+7-1+0-9-3+7+5-1+0-7
poly_tobytes_cycles - 690 +29-8+10-5+11-1+1+7-3-8-6-11-9-2-14+10-9+3-7+2-6+12+5+13+19-2+1+6-13+4+5-10
cbd1_cycles - 353 +27+21+8+4+0+3-13+4-6+5-10+0-3+0+5-12-10-11+9+0+3+3+4+6+1-11-6-5-10-5-4-11
crepmod3_cycles - 463 +27+3-6-6+3-10+9+4+3+5+2+8+10+2+2+1-7-4+15+0-1-3-8-9+1+1-2-3-2-2+0-1
poly_add_cycles - 242 +52+16-4+1+10+3-2+0+4-2-6-3+0-6-1-3+6-3+13-5+2+1+3+0+2+4-2-1+1+10+10-8
poly_sub_cycles - 241 +31+5+5-3-2+6+0+0-5+5-2-5-2-2+8+0+0+0-5+1-4+3+2-4+2-1+4-6-2-3+1+4
sotp_encode_cycles - 370 +59+0-10+8+10+4-2-6-6+9-4-5-1-8-2+3+6+6+13-5+2+1+5-4+6-8+8+4-1-1-1-2
sotp_decode_cycles - 400 +37+12-4-6-7+4+1-4+14+1+2+5+15+3-5-1+3+0+9-1-8-3+0+7-7+0-3+0+0-12+4+3
hash_f_cycles - 12139 +139+20-97+10-8+37-54-43+7-47-76+32-48-35+97-28-4-46-47+90+50+46+13+27-10+32+23+10-35-29+29-20
hash_g_cycles - 13357 -158+80+25+83+8-6-14-44-118+20-224+15-279-150-26+0+33-20+8+4+41-259+15+57+55+88-101+86-11-22+62-169
hash_h_cycles - 3813 +107-12+25-18-89+1-92-6-37+3+57-10-68+37+19+18+11+26+21-12-22-14+31-56-4+15-11+32-18+50+84-52
poly_mul_small_cycles - 3303 +93+111+54+19-8-25+24+25+42-6+36-12-38-15+10-13-4-21-32+23+20-12+14+22+22-66-38+4-17-19-23+5
poly_mul_general_cycles - 3315 +135+22+54+27+7+35+10+38+23-3-18-8+12-45+33-51+0-68-33+7+1-1-55-27-27-7-31+1+35-2-6-22
