implementation crypto_kem/ntruplus864/avx2 - 
publickeybytes 1296 
secretkeybytes 2624 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
poly_add_cycles - 240 +117+30+4-6+1-4-1+3+5-4+9-2-2+8+7-3-5+1+0+6-4-2+2-2+4+2-5-5-5+0-2+6
poly_sub_cycles - 242 +139+28+2+5+6+26-8+7-7-8+2-4-4+1-11+2-5-1+12+7-4+3-3-1+0-5-5+0-1+1-1-4
sotp_encode_cycles - 366 +158+55-1-2-1+2+3+6+3+9+5+13-3+0-2-1-6-7+3-1-2-10+1+11+4-16-7-7-14+1+7-2
sotp_decode_cycles - 400 +1114-1+2+0-5-1-12+2-7-1+4-3+3-1+14+4+8+3+4+0+3+5-3+3-1+1-3-1+5-5-1-10
hash_f_cycles - 12178 +1440+99-26-66+2-101+39+64-45-46-22-172-30+6+71+21+22-195+8+50+11-26+22+0+9-39+20-31+15-186-6+1
hash_g_cycles - 13395 +405+196-36-27+17-51-150+46-248+38-36+15-230+2-9-211+17-200+118+63+30+85+77+27-183+45-219-36+24-77+20-191
hash_h_cycles - 3849 +282-15+33+25+16-10-1-56+92-4-9+4+6-2+35-15-5-25+397+42-15-37+2+12+9-17-44-21+45+4-18+1
poly_mul_small_cycles - 3318 +541+117+20+33+11-30+27+6-45-31-5-20-29+4+61-21+7-2-15-13+1+15+27-46+8-2+1+7-40-21-2-64
poly_mul_general_cycles - 3311 +201+99+25-25-6+31+54+84+12+22-17+24-24+4+5+26+3-1-13-41+0-12-2-25-6+26-20+0-18+3-52-41
forward_small_cycles - 1130 +82+19+36+16-11+16+6-8+18-16-12-27+31-6+0-16+0+6-4-5+25+8+7-23+15-28-19-12-25+8-7+4
forward_general_cycles - 1123 +21+23+7+5+9-20+5+6-14+0-4-9-1+5+0-36-37-7-22+9-16-22-4+0-3+7+2-10+3+10+4-24
basemul_cycles - 659 +27+0-9+0-11-10-4-10-10-2-9-6+5+13-14-7-1+14+9+18-1-10+6+11-16+11+7+8+3-10+12+12
basemul_scale_cycles - 567 +19+6-1-6-4-4+1-1-6+8+1+3-1+5+2-6-6+3-1+5-3+4-2+1-8+1-4+0-2+5+3+3
inverse_cycles - 1184 +53+32+44-3+7-2+18+13+0-11-10+3-16-21+0-7-14-5-10+11+8-2-26-7+20+11+32-16-17-14+27+10
baseinv_cycles - 1188 +113+43-1-9-9-16+69-12+0-5+26-11+13-16+2-3-7+6+4+1-5+17+0-8+17-12+0+0+7+14-8+108
poly_frombytes_cycles - 643 +20+23-18+1+0+7-4-6-1-7-11+2+1+4+10-8-1+8-7-2+4+1+3+10+6-6-7-5-2+2-5-6
poly_tobytes_cycles - 693 +15+26+9+12+1+10+3-3+14-2+5-4-3-1+21-6-2-4-4+2-3-3+14-3+16-3-5-2+5+1-3+4
cbd1_cycles - 351 +45+48+16+6+15+16-9+8-8+5-9-8+5-8+5+7-4-3-2-10+3+2-2+1+0+1+0-5+0-6-9+1
crepmod3_cycles - 461 +33+12+3+1-5+7-2-3-3-2+4+11-1+8-1+5+0+5+1+14-4+1-2-3-10-7+1-2-10+1+3+8
poly_add_cycles - 239 +47+4+4-3+0+3+9+5+9+1-6-3-5-2-5+1+9+6-4+0+6-2-3+9+2-3+6-4+3-2-1-4
poly_sub_cycles - 236 +22+10-3-3+1+7-1+2+5+4+3-3+2+12+0-2+0+0+5-1+1-2-1+4-1-4-1-1+6-1-3+3
sotp_encode_cycles - 364 +18+3+12+8+9+3-4+1+12+2+16+8+7+14-5-8+2+15+0-9+4-8-10-7-7-12-6-16-12-14-13+3
sotp_decode_cycles - 399 +18+0-4-6-5-6+2-5-12+1+7+1+2-1+8+4+5-1+0+7+2+0-4-5-5+3+12+0+7-8-7-2
hash_f_cycles - 12167 +128+128+38-101+42+15+21+8-76-31-12-148-91-3-165+59+21-25+33-15-40-6+14-1-12+26+45-21+18+9-92-71
hash_g_cycles - 13383 +178+105+102-21-9+7-175+48+23+95-81-143+10915+34+492-89+42-164+49-50+10-57-270-146+107-12-16+19+38-23-39-55
hash_h_cycles - 3861 +87+14+10+2+35+53-16-8+0+19+43-37-9+36-3-21+30+29+0-33-3+11-5+13+26-55-10-48-40-2-54-13
poly_mul_small_cycles - 3312 +153+67+28+14+24-3+16-4+7-4+7+39-30+16+7-5+44+30-20-40-64+19-10-40-11+7-31-8-13-27-17-78
poly_mul_general_cycles - 3312 +88+26+59-43-18+47+4+35+14+16+15+18+7-25+3-36-16-19-62-42+34+31+39-43-24+8-16-24-9-13-69+17
forward_small_cycles - 1131 +19+11+21-11-9-13+0-15-4-8+3+5-10+18-8-17+11+19-10+14+12+5-2-4-16-29+10-1-7+7+14+4
forward_general_cycles - 1122 +57+24+9+25+52+10-10+6-12+3-24-25+12+0-3+1-14-16-6+2+4-8-27-39+3-5-2+8+21+0-14+4
basemul_cycles - 656 +23+4+10-7+6+14-8+7+1-8+2+2-1-3+13-1+4-8-1-5+16+2-8+0+7+20+2-10-8-2-14-15
basemul_scale_cycles - 561 +24+23+7-3-3-2+6-5-2+0-1+2+0-2-1-5+5+1-4+6+4+1+0-1-2+6+6+3+8+5-1-2
inverse_cycles - 1184 +41+43+20+3+21+26-4-30+12-3+14-3-2-19-16-24-22+24+5-20+31-9-21-1+18-7+4+4+0+8-12-2
baseinv_cycles - 1182 +90+17+87+17+20+22+8+2-15+109+1+2-7-7+6-38+2-8+14+9-3-20-26-3-16-12-13-3-40+3+6-28
poly_frombytes_cycles - 645 -2-1-2-6+11-6-4-6+1+8-11+4+8-2+3+14-10+9-3+3+8+0-9+10-4+11-4-4+8-1+4-1
poly_tobytes_cycles - 696 +19+2+9-7+7-12-8+3-11-11+7+6-5+5+5+0+4+0-4-6+9-1-14-11+12+0+11-2+0-13-15-2
cbd1_cycles - 354 +26+19+8+7+8+3+3-6+2+2+6-10-10-5+10+0+7+0+8-3-8-2-1+9-4+6-11-13-10-10-10-4
crepmod3_cycles - 460 +34+11+14+0+3+7+10-4+6+15+0+10-6+0-3+1+0-6+0-3+5+18-2-4-12+1-7+2+0-14+4+0
poly_add_cycles - 240 +51+11-2+1-4-4-8+2-2-5-6+3-6-4-3+9+4+2-4+1-4-2-5+8+2+5+3+4+2-2+0+7
poly_sub_cycles - 241 +27+15+25+3+0-5-2-2+0+3+6+9-6-2+0-3+0+0-1-2+6-5+2+6-3-4-7+24+4-7-8+2
sotp_encode_cycles - 370 +17+3+8-6-8+4+7-2-4+0+6-5-19-5-1-19+1+1-22+0+6+2+13+7+3+0+8-1+2+0-4-6
sotp_decode_cycles - 397 +28-5+2-4-6+6+5-4+5+0+0-2+1+14-4+4-3-2-5-3-4+3-5-1-5+1+7+0+0+0+9+7
hash_f_cycles - 12174 +19-69-98+13-91+16+38+2+59+9-1+27-11+17-72-8+15+51+10+3-35+37+11287-59-124-176-199-79-38+0-49+9
hash_g_cycles - 13384 +219+113-158+211+44-156-39-105+101+33-128+35-2-22-52+78-3+49+85-264-241+15+7+82+67+71-110-228-22-196-106-3
hash_h_cycles - 3841 +157+87+10+12+7+32+23-4+14+14+39+20-47-49+8-16+7-24-18-4-15-6-12+36-15-3-7+37-13-12-13-44
poly_mul_small_cycles - 3310 +133+30+50+33+32-16-50+14+21-54-4+24-3+10-7+20+37+24+10-9+15-6-32-20-15-17-17-13-45+11-10-18
poly_mul_general_cycles - 3302 +74+10-37+8-10+16+40+19-67-14+8-37-17-37-38-31+17-17+29-39-30-18+5-34-4+20+65+34+15-1+25+30
