implementation crypto_kem/ntruplus864/avx2 - 
publickeybytes 1296 
secretkeybytes 2624 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
forward_small_cycles - 1119 +50+25-8-18-20-4+9+16-35+18-4+22-14+13+11+3-1+0-3-1+0+0-5+9-12+12+5+3-6-1-19-10
forward_general_cycles - 1123 +45+34-11+5-5-26+2-3-29+6+9+4+17+3-26+2-32-12-4+13+2-17-10-18+10+5-7+16+10+11-18-19
basemul_cycles - 662 +57+17-18-3-11-15-14-15+8-16+18+16-2-18+3+25+5-3+1+6+5+4+3+7-10-15+8-4+2+0-13-3
basemul_scale_cycles - 563 +28+9-4+2+1-4+2+6+3+1+1-7+6-3+1-1+4-1-5-5-5-5-3-6+1+0-6+2+0+1-1-7
inverse_cycles - 1191 +48-9+9+4-3-26+4+4-22+5+3-23+4-13-15+11-15-11-2-6-11-10+12+10+2+8-7+16-15+2+6+12
baseinv_cycles - 1183 +107+8+1+6+1+15+100+17-8+30+6-2+4-26-26-4+3-25+1-30-14-10-13-23+18+27-2-22-12-10+4+11
poly_frombytes_cycles - 642 +25+7+1-14-4+1-12-3+9-2+7-5+1+6-6-4+0+3-19+3-2-7-2+0+0-10-8-1+7+3+4+9
poly_tobytes_cycles - 693 +2+13-2+2-3+9+6-2-1-6+15-9+2+23+4+2-5-3-4-13+4-9+19-3+4-2+12+4-8-2+7+1
cbd1_cycles - 344 +28+21+21+17+26+22+9-2-1-2-4-2+5+0-2-2-2-1-1+17+20+6-3+15-3-1-4-3-2-2+4+4
crepmod3_cycles - 460 +64+7+10-3-4-3-5-5+0+0-2-1+1+4-8-5-4+1+6+9-7+3-1+0+11-7+3-3-2+1+3+1
poly_add_cycles - 237 +43+23+0+4+3-3+2-3-1+22+8-3+5-3+0+7-2+0+7-7+5-1-2-4+3+1+6+0-3-1-2+0
poly_sub_cycles - 239 +5+8+0-2+1+0+3+0+1-5-3-3+0-8+1+0-8+2-3+0-4+4+5-5+1+4+1+2-1-4+5+0
sotp_encode_cycles - 369 +12-2-7-4-8+0+11+8-8-4+2-1-2+8+1-5+2-4+3+3+9+1+10-4+4-4-12-14+6+2-2+2
sotp_decode_cycles - 398 +12+11+6+4+2+3+2+0-2-6-7-2+0+1-7-3-5-9-8+3-9-5-7+4-1+10+6+6+2+4+1-2
hash_f_cycles - 12143 +356-4+100-25-109-102-74-146-88-129-134-78+12+17+11+29-194+9-167-29-5+43+9+1-25+46+69+8+53+49+50+61
hash_g_cycles - 13364 +275+124+6-41+108-97-37+47-125+124+23-173+74-37-266+58+43+22+13+65+44-121+75+616-73-164-148-43-27-7-57+11
hash_h_cycles - 3862 +131+7-10+23-46+34+22-1+63+23+69+4-10+12+19-25+8+33-16-15-24-6-10-7-23-34-31+6+61-24+51-19
poly_mul_small_cycles - 3339 +83+27-29+10+25+22+43-31-1+25-14+2-52+16-21+5-6-18-24-9+55-54-43-62+10-11+11+16+15+13-28-42
poly_mul_general_cycles - 3317 +71+37+64-1+43+3+32+20-8+44+27+40-12-1-7+8-13+16-18+9-21-36+2-37-2-39-93-38-6-6-11+59
forward_small_cycles - 1124 +10+27+24+8-15+5-4-17+7-5+1-17-19-15+6+0+14-12-1+3+10-2-6-27-16+11+5-20+4+0-23+19
forward_general_cycles - 1123 +33+12+0-2+6+7+16-2-14+13+3+4+15+2-31-16-24-12-21-8-5-13-12-20-11-3+13+6-3+3+13+12
basemul_cycles - 656 +34-10-14+11-8+0-14+9-9-8-5+10+19-4-10+11+14-5+16+5-10-4-15+20+3-3+5-3+4+5+9-1
basemul_scale_cycles - 564 +18+14+13+5+1+5+1-5-6+1+2-3-1+2+4+1-2+2-7-2+7-2-2-1-1+1-2-1-6+4-5-4
inverse_cycles - 1185 +74+43+22+3+17+22-10-4+23+22+22-18-2-3+5-1-2-22-6-5-13-23-26+14+0-8+12+7+3-1-15+3
baseinv_cycles - 1187 +17+7-3-10+8+5+0+3-2+19+10-4-2-4-9+2-1+0+9+0+2+25+5-10-8-12-9+0+9+2-39-3
poly_frombytes_cycles - 644 +10+17-12+0+0+0+8+1-3+10-4+11-17+12-4+8+5+0-7-1-12-3-3-9+5+18+3-7+1-3-6+7
poly_tobytes_cycles - 688 +16+23+2-5+7-5-2+3+6-2+5-7-6-3-1+11+1-8+10+2+6-3+6+22+6-3-3-4+11-11+0-2
cbd1_cycles - 351 +56+46+21+9+7+7+0+7+2-2+1-1-9-3-9-3-7+4-2-3-9-2+0-7-1+2-5-7-1+3+2+1
crepmod3_cycles - 463 +31+16-10+0+6-1+11+4-1+15+5+5+8-6+1+0+4+5-3-9-1+5-7-6+5-9-10-2-6-7-7-5
poly_add_cycles - 241 +72+18+0-4-1-1-4-6-8+6+6-5+2+0+3-6+6-1-5-1-8+6+21+3+8+0+2-2-1-7+6+7
poly_sub_cycles - 243 +29+4-4+1-6-10+6+0+6+6-1+12+1+2+0-6+2+1-2-4-5+1-2-7-5-5-3-2+0+0+11-1
sotp_encode_cycles - 360 +21+16+0+3+0+15-2+11+13+16-2-6-10+14+0-3+15-2-4-2-8+0-8-6-10+14-14+0-2+5+12+7
sotp_decode_cycles - 398 +13-3+2+2+7-1-2+0+4+0-8+2-2+5-5-1-1-4+4+0-7+0+0+0-9+5-3+0-3+0-3+7
hash_f_cycles - 12135 +36-56+19+21-30+76-82+78-208+7+19-23+69+14+33-47+56-146+62-143-19-175+45-140+54-126+64-142-42+95+10-134
hash_g_cycles - 13406 +259+20+90-56+45+40-37-53-3-2-4-17-23-4-158-70-4-38+66+38+4+77+47-76-171+6+6+25+9-23+32-246
hash_h_cycles - 3851 +134+127+0-14-3-14+7+24+13+35-23-8+37-8+45-8-38-91+27-1-25+15+38-9+2+0-23-108+11+10-39+6
poly_mul_small_cycles - 3312 +173+114+89+27+5+31+16+10-14-27-8-1-9+26+24-15-21+34-25-30-44+6-43-13+9-27-14+17-55+3+49-3
poly_mul_general_cycles - 3310 +84+28+2-2+32-8-21-26-15-23+11+64-28-46-60-39+12+8+44-13-14-31-38+17+26+34+44+3-44+6+18+4
