implementation crypto_kem/ntruplus768/avx2-gt32-clean - 
words 768 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
forward_p_terminal_cycles - 649 +29+1-19-17+11+7+12-9+3-33+15-13+1-7-14-25+16-6-14+9+13-4-4+6+26+14+3-1+3-19+16-7
forward_m_full_cycles - 890 +18-9+4+19+5+13-14-5-19+6-3+22-6+24-18+16+1+0+21-26-9+48-3-9+9+17-12-28+15+3-4-5
forward_p_full_cycles - 902 +32-1-5-1+16-9+16-12-6+19-23-6+19-20+18-8-15+10-5+9+3+8+5-2+17-17-27-21+8+2+25+1
baseinv_j1_cycles - 1201 +34+12-2+11-18+2-10+28-5+2-2-5+3+4-22+0-6+12+21-5-2-10+2+13-13-1-23-12+0+2-12+8
basemul_f0_j1_cycles - 611 +27+5+2-6-5-3-5-8-5+0-4+5+0+2+1+10+24-5-1+3+1+1+1-4+9+12+14+11-2-1-6-3
basemul_general_m_cycles - 714 +81+51+11+7-2-14-1+5-3-1-17+12-7-2+10-5+0+2-10+18+4-12-2-5-4+25-11+0+4-17+22+13
basemul_scale_m_cycles - 632 +27+31+6+10-3-3+1+15-2-2-7+2-3-3-2-1+5-1-3-4+0-1+15+8+3-2+4-1-3+4-1+4
inverse_m_core_cycles - 611 +29+9-20+4-7-5+0-1-2+9-5+12-1-17-4+17+1+18+5-20+18-15-2-3+25-9+7+7-13-12+1+6
inverse_m_tail_cycles - 586 +121+18+12+3+6+4+2-5-3+1+11+7+2-9-15-3-5+15+6+1+5-13-2-15-8-5-12+4-11-10-4+8
inverse_m_full_cycles - 970 +64+31-7+8-1-22-37+5-6+23-11-5-21+0+11+16-17-14-1+8+0-13+12+14-8+41-3-7+8+5-15+2
q24_unpack_m_cycles - 394 +37+37+17+10-14-7-10-16+2-13-8-16+4-1+8-16-5-10+23+11-2+21+6-4+4-9+7+1+5-12-6+24
q24_pack_m_centered_cycles - 417 +11+11+24+6+3-4-7+1+3+5-3-7-6-14-12-7+2-18-6-6+8+3-4-12+8+14+14+7+4-1+5-15
q24_pack_m_lazy_cycles - 489 +10+11+10+28+3+7+3-6+0+6-3+5+3+1-5-7-1-9-3-7-7-5-2+4+6+1-6+7+0-14-10-14
q24_pack_m_highrange_cycles - 477 +0+17+22+11+4+11+3+1+5-3-2+10-4+7+5+3-5-3+1+5+5-6-6-5-5-3-9-8-2-6+6-7
q24_pack_p_cycles - 457 +25+12+32+7+8-5-8+9-17-9+9-12-6-12-8-11-8+0+12+0-4+6+10+12+6+0-9+9+7-5-7-11
q24_equal_m_cycles - 337 +41-6+14-4+1+1+3-4+0+5-3-5-2-1+3+3+1-3+7+6+2+8-1-3-25-3+0+8-2+7-3-5
forward_frontend_cycles - 455 +31+2+13+9-4+13-5+13-3-1-2+3-3-8+23+8-10+14+14-3-6+2-10+4+2+4-5-5+0+1-1-1
forward_m_terminal_cycles - 639 +92-9-11-3-17+9-14+4+5+0-4-15+11+5-27+4-15-17-7-4+4+43-3+23+12-13-23-23+14+13+6+5
forward_p_terminal_cycles - 649 +40+19+19+7-29+4+2+2+10-2+4-21-17-1+3-1-9-23-24+6-24-26-6-6+9+28+1-1-28+10-5-2
forward_m_full_cycles - 887 +54-2+10-1-5+22-8-13-5+0-1+13-23-34-8-7+6-4+13-1-8+10+13+5-9+8-25+16-3+13+17+13
forward_p_full_cycles - 906 +66+18-8-13-15+27-1-4+7-20+5+22+0+3+18+13+2+18+27+10-12+5-40-1+1-11-11-7-17-1-20-9
baseinv_j1_cycles - 1198 +92+12-2-8-6+4-10+33+1-5+7+7+7-3-8+9+5-8+2-5-13+5-4-12-3+6+7-5+9+3-2-5
basemul_f0_j1_cycles - 616 +18+23+21-2-1-12+13+6-14-5-12+9+17-6-6+10-3-13-5+6+9-2+5+5-7-9-5+8-2+1+1-2
basemul_general_m_cycles - 715 +75+52-20+0+8-15+2-7-3+11-1+9-4-4+14+26-16+0-13+2-2-25+16-2-10+15-19-5+7+4+3+8
basemul_scale_m_cycles - 633 +13+8+8-1+0-9-5-4-6-2-4-5+1-3+2-2+4+7+3+4-1+0+1+2+3-5+1+4+1-2-3-3
inverse_m_core_cycles - 615 +17+28-2+16-6+7-19+26+10-21-2-7+5+3+20-6-12+26+33+27-4+48-21-6-13-4-21+10+10-3-20-17
inverse_m_tail_cycles - 583 +120+29-1+0+2+7+4+6-5-2+15-5+13-6-6+1-4-6+2+4-2+8+1+1-7-12-6+14+13-14-7-5
inverse_m_full_cycles - 966 +25+57+3-4-5-27-4-3-9+1-26+6+22+5-24-11-3+35+48+6+11+8-14+7+18+6-11+11-16-24-11-1
q24_unpack_m_cycles - 390 +35+39+30-3-2+8+0-10+4+0-4-6-1+2-10-1+1-6+15-6-7+3+15+10+23+0-9+0-8-3+9+26
q24_pack_m_centered_cycles - 417 +9-6+13+0-4+8+2+2+9+2-19-4-9+6-4-6-2-14+3+10+8+2-8+8-12+16+10+0-12+1-21-10
q24_pack_m_lazy_cycles - 488 +7-6+8+5+16+8-7-6-6-1+15+10+0+1+3-5+5-2+9+5-3-2+12-2-9-1+0+0+10+1-7-26
q24_pack_m_highrange_cycles - 478 +12+17+23+6+2-1-3+7-4+5+5+7+4-6-1-3-3+9+10+8-7-8-2+0-3-4-8+4+2-7+0-18
q24_pack_p_cycles - 455 +28+26+41+3+15+8-1+3-10+4-1-18-8-6-9-4-14-17-3-13+10-6-9-3+9-4+8+10+8+2-1+5
q24_equal_m_cycles - 336 +43+14-9+1+13+6+3-3-2+5+2+1-1+2-5-11-15-12+1+1-8+1+2+0-4+4-3+1-4+3-8-11
