implementation crypto_kem/ntruplus768/avx2-gt32-clean - 
words 768 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
inverse_m_tail_cycles - 588 +429+16+19+0-2+12+9-2+10-11-4+3+3+15-3-5-5+3+2+0-5-14-2-7-1+1+6-12+1+10+5-4
inverse_m_full_cycles - 972 +98-8-1-15+9+20-8-17-22+11+7+26-11+12-13-7-16-26+4-6-7+8+8+15+4+8-3-5+4-14+8+7
q24_unpack_m_cycles - 405 +132+17+12+3-22-19-22-25-20+10-22-27-9-19-23-23+8-12-7+15-2+4+10+8+9+10+8-10+3+3+9+8
q24_pack_m_centered_cycles - 417 +26+1+11-4+2-3+8-12+6+0+0+5-7-12+2-5-12-12-5+5-5+7-13+0-6+2+2+16+34-1+0+6
q24_pack_m_lazy_cycles - 485 +143-10+18+2+4-3+4+1-10+13+7-7+2+5-9+7-1-5+1+3-7+1-10+1-11+12-7-6+1+5-5-18
q24_pack_m_highrange_cycles - 485 +34+27+8+1-7+1-6+0-3-11+1+4-6+8+9-6-10-10-5+5+7+0-3+9+8-4+1+11+1-3-9-1
q24_pack_p_cycles - 451 +147+17+37+10+18+11-5+5-2+0+3+5+11+5-13+6-2-3-3-5-19-10-12-3+4-2-10-3+4+2-4+0
q24_equal_m_cycles - 335 +140+23+5+4+8+2+6+6+4-3+0+0+2+4-1-3+0+4-8-20-2-8-8+0+7-15-18-5+1-13-16-22
forward_frontend_cycles - 456 +18+18+1-1+12-4-5+3+4-3+0+8-2-11+6+9-6+1-3-2-12+0-5+2+2+12-4-3-2+0+11-6
forward_m_terminal_cycles - 633 +31-4+4-13-2+14+22+27+18+1+1-10-2-10-1-15-10-16+9-2-3-3+22+2+27-10+5-3-4+13+36+16
forward_p_terminal_cycles - 647 +26+2+16-19-10+6+5+10-21+11-15+16-2-3-17+17-10+10+7-6-3-27-4+5-12+20-14+9+3-9+4-20
forward_m_full_cycles - 885 +3+1+3+6+5+8-12-14-6-7-21+8+22+10-16+24+17-7-21-10+11-9+18-13-9+17-29+13-12+29+8-3
forward_p_full_cycles - 902 +33+20+7-10-2+25+4+0+29+14-8+7-7-12-14-5+6-3-14+22+0-4-10-11-31-14+2+9+4+8+0-5
baseinv_j1_cycles - 1208 +31+6+10+4-13-2-1-2-2-15-7+4-2-3+12+0+5-3+10+9-9+7+2+0-10-2-3+19+5-5-7+7
basemul_f0_j1_cycles - 610 +27+16-4-4-4-5+1+2+0-4-2-5+2-5+3+2+14-2-4+2+15+1-6+3-6+4+3-3-5-5+7+12
basemul_general_m_cycles - 711 +82+83+58+25-3-12-10+1-8+6-10+15-2-7+13-7-13+10+8+1-4-13+9-7+0+16-4-8+5+2+6-1
basemul_scale_m_cycles - 632 +32+26+8+5+5-7-3+2-3+0-3+0+2+4-4-4+2+5+1-4+1-6-3+0-1-2-4-2-5+2+1+5
inverse_m_core_cycles - 618 +18+0+7+10+1-23+10+8+22-5+7-16-14+3-7+7+2+11-15-20-4-18+16+2-1-7+0+5-12-19-4+3
inverse_m_tail_cycles - 582 +139+15+14+2+3+9-3+0+7-2+1+9-8+20-6-9+4+8+7-7+8-11-5-8-7-8-17-1+7+2-3-1
inverse_m_full_cycles - 973 +62+17-12-29-28+15-11-19-3-7+21-4-20-4-14-21+5-14-7+6+36-32+10+26+0+4+16+8+1+19+18+4
q24_unpack_m_cycles - 406 +24+19+7+7-18-3-23-24-22-4-11-2-4-27-17+1+3+0-9+10-17+3+4+13+12+4-9+3+9-5+8+4
q24_pack_m_centered_cycles - 418 +11+13+18+12+14-9+0-1-3+8-3+0-5+1+3+2+0-4-15-5+6-1-13-3+8-10-3+16+16+3-6-10
q24_pack_m_lazy_cycles - 485 +4+14+27+18+11-1+6-2+6-9-4+3+1-2+2+3-1+5+5-2-3-12-3-1+0-2-6+2+2-2+0-13
q24_pack_m_highrange_cycles - 481 +2+24+23+8-5+3-1-3+4-9-3-1-7-5-7-4+10+5+3+8+14+14-8-6-12+12-7+6+0+2-2+0
q24_pack_p_cycles - 455 +26+29+41+15+0+10-7-3-4-10-11+4-11-7-12+4-4+2-1+2+1+7-4+5-2-6+3-7+0+9+2-6
q24_equal_m_cycles - 335 +44+7+30-1+29+3+16-2-1-1+6+2-4+2-10-5+9+0-5-6-3+3+2+4-7-8+0+1-14-15-9-11
forward_frontend_cycles - 454 +30+1-3+2-9-4+6-7+6-4-1+6-1+9+4-5-5+12+6-3-2+6+4-2+2-2-8+1+12-9+9-1
forward_m_terminal_cycles - 634 +67+16+2+7-2+4-8+8+7-20+9+0-2-8-14+24+7+2-3+11+10-9-6-12-6-12+2-12+12-11-9+12
forward_p_terminal_cycles - 650 +25+11+3+0-16-5+0-7+14-5-6-9-5+32-2-10-4+18-3+10+2-1+15-1+4+5+12+24+3-19-12+4
forward_m_full_cycles - 887 +12+36-5-22+2+19-13-4-9-16+8-5+24+2+8-23+14-16-6+20-4+11-22+24+5+13+1-6-5+4-8+3
forward_p_full_cycles - 900 +49+2-4-1+17+20+3-12-9+9-12+23+6+3+8-38+2+5-25+13+0+3-1-11-11-2-7+2-34+0-24-13
baseinv_j1_cycles - 1210 +41+3+1+20-7-3+0+16+16+0-13-5-4+1-15-3+12-1-8-7+10+5+10+0+2+1-1+8+6-9-15-21
basemul_f0_j1_cycles - 616 +21+5-4-11-12-8+8-4-9-4+15-7-11+16+5-3-9-6+5-1+4+23+16+26+10-8-10-11-2+16+8+9
basemul_general_m_cycles - 716 +84+31+2+6-6-23+6-9-17+4-7+9-12-16+13+5-5+4-13+7+5-11+11-7-9+15-9+4+1-12+14-1
basemul_scale_m_cycles - 632 +39+21-2-2-4+0-3+0+0-2+0-5-5+1+0-2+11-1+8+3+10-3-1-1+10+437+27+26+0+2-3+3
inverse_m_core_cycles - 612 +13+26-7+6-1+7+25-2-17-14-8+22+13-10+14-3+5+5+24+23-11-14-10+17-17-3+0-16-14-7-1+7
inverse_m_tail_cycles - 585 +99+20+12+5+9+11-12-8+11-6+3-20-1+1+3-10+4+0-13-1+4+12-2+5-11-9-2-1-4-6-7-4
inverse_m_full_cycles - 977 +59+5-6+14-7-19-23-13+13-14-5+14+7+13+3-7+4+11-10+28-18-1-17+8+34-17+14-11+0+7-10-1
q24_unpack_m_cycles - 404 +19+19+17+23-17-3-18-16-16+5-32-24-10-4-14-16-2-3-4-3+3+0+11-2+2+14+8+21+21+11+2+5
q24_pack_m_centered_cycles - 415 +23+7+10-7+7+8-9-9+3+6-9-10-5-6-6-9-3+0-3-9+1+10+13+17+7-11-4+3+0+27+8+1
q24_pack_m_lazy_cycles - 489 +10+10+15-3+7+0-7-8+5-5-9+10+4-2+9+3+1-2+7-10-4+3-3+0-2-8-6+6+3+0-8-9
q24_pack_m_highrange_cycles - 485 +13+18+4+2+13+9+3-6-4+11-8-2-4-4+1-6+12+2-7+6+6-10-6-13-6-2+1+4+21-4+4-12
q24_pack_p_cycles - 453 +23+21+21+14+13-7-4+2-8-13+4+1+8+0-11-8+0-4+1-2+6+10-3+0-4+7+1-9-3-10-3+6
q24_equal_m_cycles - 340 +38+10-2+3+6+3+8+5-1-3-3-6+0+2+0+0+2-9+4+15-11-5-6-11+5+7+0-8+1-1-6-12
