implementation crypto_kem/ntruplus768/avx2-gt32-clean - 
words 768 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
q24_pack_p_cycles - 452 +549+25+35+7+5+7-1+12-4+4+10-12-4-1-9-4-1-7-6-5+0+1+0-3+9+13+14-2+1+2-5+2
q24_equal_m_cycles - 334 +142+21+3+14+1-4+18+0-5+9+4+11+10+3+9-4+4+9-3+1-5-6-3-13-11-6-1-8-9-5+3-19
forward_frontend_cycles - 455 +27+4+0+2+13-1-9+2-2-1-11-1-2-2+2-5+5-3-6+0+10+6-1-1+9+0+5-7-2+12-5+1
forward_m_terminal_cycles - 638 +72-2-10+6-12-13-22+21-15+18+27+7+1-2+3-12+4+18-4+11-7-1-11+2+27-5-12-7+1-13+3+5
forward_p_terminal_cycles - 645 +31+14+9+13+15+0-13-1-11+30+3+37-11+9+21-9+0+0+10-3-27+9-8-8-20+14-19-6+3+0-10-3
forward_m_full_cycles - 888 +15+20-8+7+6+27+17-22-6+14+9+1+1+1-5+9-17-9+10-28+2-24-3-28-14-8+0+12+22-22-23+0
forward_p_full_cycles - 900 +46+26-33+15+15-24+25+12-12+17-4-1-6-26-13-2-15+24-12-17-5-1+39+33-6+9-22+4+7+26-1+2
baseinv_j1_cycles - 1198 +100+47+10+3+1+1-6-13-13-7-7-15+2+24-6+11-2+11-1+3-4+11-3+2-10+1-10+5+7-17-1-4
basemul_f0_j1_cycles - 607 +35+21+8+0-3-5-1+0-2-3-2+21-1+7-3+7+2+3-2+0-1+0-2+3+5+17+17+0+16+1-2-3
basemul_general_m_cycles - 719 +71+31-8+4+5-21+12-18-2+9-23-4+14-17+12+2-5+10-23-13+4-22+17-6+2-8-19+4+14-15+8-1
basemul_scale_m_cycles - 631 +40+20+4+3+2-5-6+3+2-6+1+1-3+4-2-5+1+1-4+0-1+0+4-4-3-2-2-1+2+0-3-1
inverse_m_core_cycles - 613 +44+9+5-17-1+0+3+8-24+7-5-2+5-15-1+6-6-5-7+6+0-9+9-3-11+3-18-23-3+1+15+17
inverse_m_tail_cycles - 586 +104+1+27+14+17-2+23+10+0-16+9-7+6-3-7-4+9-8-16+7-5-3+4+13-8-11+0-7-6-9+16+9
inverse_m_full_cycles - 970 +64-3+20+25-2-16-4-19+3+13+2+5+13-10+3+12-26-13-6-25-2-11-6-9-7+8+18+19+1-3+29+33
q24_unpack_m_cycles - 399 +17+17+25-10-4-5-16-20-17-16-5-11-21-5-10-9+6+12+6+17+15+1+0+10+3+5-8+16+16-6+8+17
q24_pack_m_centered_cycles - 426 -5+16+18+20+0+0+2-12+4-4+1+10+3-1+8+9-4+3-4+3+14-1-14-5+1-2-3-2-14-11-9+2
q24_pack_m_lazy_cycles - 482 +10-2+23+5+8-4-1+0+2-3+3+11-11-14-10+2-12+7-12-3+2+12-2+9-4+0-7-7-6+9-2+2
q24_pack_m_highrange_cycles - 485 +7+6+20+7+3-1+2-1-10+7+0-6-9+6+2+0-6-4-5-8-2-10-11-7+4+12-5+4+3-2+7+2
q24_pack_p_cycles - 454 +23+33+36+16+0+16-6+3-4-4+10+3-5+0+4-12-12-5-7-5+1+8+5-6-5+1+2+4+8-3-7-5
q24_equal_m_cycles - 336 +37+16+0+6+0+12+3-1-2+11+11+10+2-7-5-14-16-4-10+1+3-6-11-4+3+0+3+2-9-16+3-15
forward_frontend_cycles - 456 +11+3+3+18+3-1+4-1+7+10-3-2+23-2-5-4+9+3+2+0-11+1-5+5-13-6-2-8-1-2-11+5
forward_m_terminal_cycles - 634 +63-5+3+11+0-3+0-1-7-6+26+40+6-22+8-6-1-7+17+15-2+11-4-5-10+17+12+2-5+30-3-9
forward_p_terminal_cycles - 649 +51-8+8+0-8-18+12+3+18-12-9+8-7+11+7-6-6+5-12-12-13+0-9+6+8+4+8-16+13+5-1-9
forward_m_full_cycles - 884 +56-8-4+13+8-5-5-6+5-1-11-2+12-5+12-2-1-16+16+10+9+23+20-20-9+35+27-13-1-5+6-7
forward_p_full_cycles - 899 +33+1+0-6-16-19+10+2+10-7+10-21+3-3-16-19-19+15+18+18-18+6+2+4-18+0+3-3-3+5-1+12
baseinv_j1_cycles - 1202 +50+10+13-7-7-5+0-6+10+6+11+10+2-10-9+6-7+5+8-9-19+8+19-5-12-1+23-9-14+2+6-7
basemul_f0_j1_cycles - 609 +44+6-3-2-4+3+5-5-3+20+6+5-4-5-2+2-5-5+10-7-3-3+12+1-3-1+14+3+10-4+16+18
basemul_general_m_cycles - 714 +88+46-14+12-2-11+10-10-6+20+10+22+5+1-4+10-8-5-17+19+7-5+9-5-7+1-11+3+10-8+2-4
basemul_scale_m_cycles - 630 +36+33+14+5+3-2-2-3+1-3+5-1+4+1+2-1-2+5-2+1+10+5+6-3+0-2-4+1-1-4+0-2
inverse_m_core_cycles - 610 +16+21+4+2+11-1+5+2-9-17-6+12-19+1+23-8+20+2+29+18-15-4-4-6-12+9-7-11+6-3+3-11
inverse_m_tail_cycles - 586 +89+19+3+8-7-5-5-1-8-1+5+0-1+1-7-10+12+1+0-24-12+4+5+0+6+0+7+11-5+0+3-10
inverse_m_full_cycles - 969 +84-1+27+6+1+2-7-9-17-13-10+30+0-12+32+33+8-10+15+8+39-2-23-1-5-5-4+2+9-16+10-21
q24_unpack_m_cycles - 393 +30+31+26-11-13-6-13-10+3-10-10-16-2-6-13+0+7+9-6+6+0+21+10+13+17-9-13+10+8+12+21-9
q24_pack_m_centered_cycles - 419 +3+5+19+1+2-10+1-16-4-5-10-15+1+1+1-8+0+4-6+5+14-4-3+8-3-1-2+1-3+0-18+1
q24_pack_m_lazy_cycles - 481 +11+15+27+6+5-4+4+12-3+0+1+5+12-4-4-8-5+7-6-2-3+9-2-7+1+7-3+7+3-13-1-4
q24_pack_m_highrange_cycles - 481 +418+12+22+14+11+1-1+0-6+1-1-5-1-4+0+2-3+11+1+8-8+2-4+15-6+1+0-3+6-9-4-11
q24_pack_p_cycles - 453 +27+40+28+8+17+14+3+7+8-1-3-15-11-4-5+2-1-5-2-7+4+3-4-6-10-1-7-5+10+18+9-7
q24_equal_m_cycles - 330 +29+17+9+15+16+10+8+12+4+0-11-6-9-9-10-20-10-1-11-10+5-20-8+8-7+4+5+5+23-2-14-1
