implementation crypto_kem/ntruplus768/avx2-gt32-clean - 
words 768 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
q24_pack_m_highrange_cycles - 482 +26+11+12+10-1+13+0+8-1-8+10+2-4-7+10+10+18-3+2-1-2+13+0-3-3-1+2-3-7-8+0-2
q24_pack_p_cycles - 452 +205+27+33+8+19+0+5-5+6-14-6+1-3+3-11+0+2+4-12-12-15+5-10+4-16-7-4+5+3-1-9-7
q24_equal_m_cycles - 339 +133+21+5+15+20-3-3+2+2+6-9+7+1+2-7+7-7-12-10-8-13-12-10+0+5-3+8+7-19-8+2-18
forward_frontend_cycles - 456 +31+17+11-10-11-7+1-5-4+6-5+2+15+1+5-8-4+4-8-11+14+3-5-4+10+23+3+12-12+12-4-2
forward_m_terminal_cycles - 641 +34+17+3-15-26-17-14-3-19-21+4+1+0+5-11+4-8+9-15-8-2+18-7+2+5+4+12+11-7+4-7+3
forward_p_terminal_cycles - 649 +33+25+4+29-13-5-21+14+18+0-24+2+1-22-7-2+10+10+18+2-9-12-17+5+0-19-12-2-4+3-1+4
forward_m_full_cycles - 888 +34+5+15-8-13+3-10-22+7+1-16-2-8-11-8+12-14+5-18+7+8-10+9-4+12+4+14-9+9-3-2+3
forward_p_full_cycles - 906 +22+28-5+4-9+10-21-17-13+4-6+11+12-1-9+20+6+3-13+2-12-40+5-29+13+9-8+8-11-9+0+18
baseinv_j1_cycles - 1198 +33+5+5+10+11+13+2-9-7-22+0+1-5+1-11+1-16-7+3+4+4-6-5-13-18+7-14+17+0-3-4+33
basemul_f0_j1_cycles - 612 +29+15+2+1-8-10-3-1+4-4+6-2-6+8+0+0+4+1-2+0-7+3-7-4+0+4+4-8+8-7+0-6
basemul_general_m_cycles - 719 +50+64+24+2+19-20+0+4-10+1-22+2-1-11+5-2-11+6-5+1-5-11+8-19-19+11-1+1-1-14+3-4
basemul_scale_m_cycles - 634 +58+10+8+8+5-6-5+5+0+2-6+0+0-1-1+7+3+0+9+1+0-7-1+0+3+2-2+4-7-4-4-6
inverse_m_core_cycles - 616 +7+2-11-9-13+3-17+9+9-1-1+6-2+4-10+3-26-2-10+10+13-3-14-21-12+36-5+6-3+8+16+8
inverse_m_tail_cycles - 586 +121+15-1-4+15-16-16+4+5+4+0+5-1-5-1-2-11+0+4+10-11+2-8+6+1-14+7-9-8-1-9+17
inverse_m_full_cycles - 967 +76-2-2-9+2-11+24+32+40+6+5-28+16-5+0-7-9-8-1+11-25-16+23-4+1-28+10+31+24+9-1+0
q24_unpack_m_cycles - 400 +28+20+29-10-13-15-15-22-22-17-21-22+10-19-17+9+14-8+20-11+14-4+12+15+33+9-8-4+0+18+21+22
q24_pack_m_centered_cycles - 420 +16+12+24+10+7-13+1+0-14+8-6-8-10-2+10-8+1-13-22+3-2+4-10+8-3+13+11-11+6+10-12-8
q24_pack_m_lazy_cycles - 481 +22+9+8-2-1+5+2+1-10-2-9+13-8-4+3-1-12-7+5+8+8+6+8+0-2+3-6+1-9-1+1-8
q24_pack_m_highrange_cycles - 488 +14+8+6+4-10-6-1-12-5-12+5-5-16+4-5-1+6+6-3+8-1+9-4+18-2+2-17+10+8+2-9-22
q24_pack_p_cycles - 450 +37+32+39+4-3-2-6-5+2+1-1-11-5+7+17-7-4+5-4-3-7+7-2-8+1+5-5+7+1+0+3+20
q24_equal_m_cycles - 339 +21+17+2+16+19+11+5+0-7-12-12+3+1+5-3-5+0-6-16-4+0+0+2+8-5-4+7+7-4-3-13-20
forward_frontend_cycles - 455 +40+5+1+17+15+0+0-2+1+1-7+1-9-11-1-3+2-4+15+6-6-9-5-4+6+4-12+11+5-18-3+8
forward_m_terminal_cycles - 633 +42+31-14+15+2+8-8-13-14-3+0-11-1-3-17+3-6-8-2+14-13+11+2+5+9+6+2-9-1+13+15-9
forward_p_terminal_cycles - 651 +27+44+4+9-20+20+8-2-4+8+9-27-1-16+0-1+19+5+4-13-9-22-16+1+15-20-2-5-11-4+5+6
forward_m_full_cycles - 883 +43-14+2+6-15+5+12-10+13+11-7-12+9+18-17+0-8+0-14+1+2-2+8-1+0+1-13-5+18+0-3-12
forward_p_full_cycles - 901 +26+0-11+5+6+3+11+30-7+10-8-2+7-4-12-27-15+6-19-6-22+1+42+6-11+18+2-17+8-9+13-6
baseinv_j1_cycles - 1201 +35-1+13+17+5-10+0-15-26+14-1-1+8+8+5+11-9+5-10-3-2+3-5-20-19-2-7+19-4+10-12+21
basemul_f0_j1_cycles - 613 +23+9+11-10-7-9-9-1-6+2+19+12+1-7-10-10-5+8+4+1+3+2-4+12+5+8+3-7+11-8-2-2
basemul_general_m_cycles - 721 +73+38+9+12+29-31+1+4-24+6+7+1+15-16+3-6-16-3+1-1-4-8+3-4-1+2-15-1-14-23+6-12
basemul_scale_m_cycles - 632 +29+9+10-4+4-1-8+5-3-5+1-6-7-3-5-4+1+6+5+0+1+5+2-3-1+1+3-3-2+3-2+3
inverse_m_core_cycles - 613 +22+8-6+3-16+5+7+24+2-21+4-6-3+15-2+14-6+14-25-5-3-16+0-18+26-12-8-14+26-2+6+10
inverse_m_tail_cycles - 585 +135+14+17+11+3+5+0-1-11-2-9-4+2-12+0+4-2+16-19-16-11-10+11-7+1-3+1-3+0+12+5-11
inverse_m_full_cycles - 976 +81-2-6-8+2-18+12-12+3+5-12-30+40-14-16+8+22-7+13+22+20+24+4-9+7-1+18+10-1-8-6-8
q24_unpack_m_cycles - 401 +42+11+20+3-16+2-13-9-10+9-26-5-6-7-21-16-17-19-2-20+8+10+6+11+25-11+6+16-4+8+22+4
q24_pack_m_centered_cycles - 420 +2+6+30-6+3+5+11-4+0-9-3-14-17-1-8+8-7-7-4+3-10-11+1+22+11+5+10-5+13+2-19+5
q24_pack_m_lazy_cycles - 485 +1+13+32+0+8+13+4+2-4+1-1+5-7+5-2-2-13+1+3+6+3+1-4-11-11-5-3-1+5-10-8-13
q24_pack_m_highrange_cycles - 483 +11+13+22+6+2+1+5+3-2-2-10+6-6+6+2+2-3-5-8+5-8-9-2-3+2-8-7+7+4+0-7-11
q24_pack_p_cycles - 450 +29+28+42+23+15+11+5+9-6-5+11-5-4-9-5+6-3-1-6-6-4-4-9-9-1+15+9+1+6+10+0-4
q24_equal_m_cycles - 334 +30+32+18+10+46+28+3-7+4-1+11+0+5+1+1+3-4-7-15-7-5-3-2+5+3-14-21-14-18-2-9-7
