implementation crypto_kem/ntruplus768/avx2-gt32-clean - 
words 768 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
q24_pack_m_centered_cycles - 418 +14+12+21+11+19+1-16-1+13-2+0-4-7-15-6+1+6-2+8-2-5-5+3+16-6-5-2+19+21+7+0-6
q24_pack_m_lazy_cycles - 494 -3+1+14+3+7-4-1-6+0-8+6+6-1-7-5+0+1+7+4-6+11-10-2+2+2-4-7+2+0+2-1+4
q24_pack_m_highrange_cycles - 486 -2+4+14+11-1-8+1+4-5-2-7-5-2-8-10-9+4+5-3+12+2+3+3-1+2+17-8+1-2+0-8+6
q24_pack_p_cycles - 456 +13+14+27+5-1+11-13-10-15-8+1-2-5-6+12+5+0+8-2+6-9-1+4+1-3+9-1+10-9-8+4-13
q24_equal_m_cycles - 335 +45+23+11-9+11+0+3-4-1+13-7+10+0+2+8+9+3+10-1-5+6+12-6+1-22-5-24-14-12+0-6-1
forward_frontend_cycles - 459 +25+4+2+0+4-11+2-3-5-1+3-14-8-12+8-16+1+8+16+2-1-15+2-13-3-9+2+6+3-4-1-3
forward_m_terminal_cycles - 636 +39+4+19+9-4-5+3+16+4-14-4-7-18-8-8+5+9+7+11+26-2-2-7-8-7-18-4+2-6+8+7+5
forward_p_terminal_cycles - 652 +35+20-5+0+4-17-39+7+8-9-25+0+2-11+0-7+16+5+5-8-14+8-12+4+2-9-17+14+1+8-1-8
forward_m_full_cycles - 891 +22+25-27+19-13-7+5-9+11+11-7-15-2-12+1+1+2+17-4-19+1+3-5+5+8-2+4+0+1+17-5-6
forward_p_full_cycles - 902 +9+31-4-8+9-11-6+1-27-14+9-8+18+13+8-7-7+4+24-13+22-21+22+25-2-14-4+12+2+2-4+5
baseinv_j1_cycles - 1205 +30-1-11+7+5-9-1-4-5-3+1-12+1-11+2+3-7+5-2-5-1+13+3+2-10+9+14+0+9+8+3-5
basemul_f0_j1_cycles - 616 +26+14-1+20+14+11-8-1+3-8-12+11+7-10+5-9+2+10-10+2-2-5-10-8+5-10-3-5+11+15-2-8
basemul_general_m_cycles - 724 +51+31-9+1+12+1+16-1-19+2-14-15+5-27-7-7+5+25-8+2+13+3+5-13-5+4-14+7-3-21+7-3
basemul_scale_m_cycles - 633 +30+18+13-1-3-2-1+21+2+1+0+1-5+2-4+2+1-2+3-1+4-5-3-1+7-1-4+3-3-1-4+4
inverse_m_core_cycles - 613 +27-10+17-14+0+1+14+2-16-7+9-2+18-12-20-3-4+47-2+8-5+3+39+30+4+1+33-18+13-10-3-10
inverse_m_tail_cycles - 585 +118+11+19+4+6-3+10-1-2-15-9-3-6-1-7+3-4-6+11+8+6-3+12+0+1-5+4+2-12-3-3+2
inverse_m_full_cycles - 972 +45+7-11+31+8-14+1+1+3+31-13+26+2-37+6-14-8+2-8-10-19-21-11-5+13-21+36-15+14+27+23+13
q24_unpack_m_cycles - 393 +37+25+19+0-7-1-10+59-17-8+24-8+0+3+2+1+15-15-1-8-6-8-14+10+4-6-4+6+8-5+22+5
q24_pack_m_centered_cycles - 421 +5+2+9+10+6+14-3-13-3-1-13-2+1-9+0-3-9+3+6+3+3+2-13-15-10+5-7-8+5-5+5+1
q24_pack_m_lazy_cycles - 488 -4-8+4-2+3-4+1+1-16+3+19+3+12+3-11+1-5-1-2+5+7+1+2-3+0+1-5+6-9-2-13-10
q24_pack_m_highrange_cycles - 486 -4+16+9+6+10+16+7+6-12-5+2+5-2-7+9+1+3+6+0+0-5-1-3-10-4+12-7-5-3+10-5-15
q24_pack_p_cycles - 456 +23+22+45+3+25+4-4-5-1-16-13-13-15-18-9+16-4+2+4+8+8+12+5+7+7+15-9-8-3-1-8-6
q24_equal_m_cycles - 341 +63+4+19-3+0+6+2+5+3-5+4+13+2+1-14-22-21-12-5-6-7-3-1+2+5-4+2-3+2+4-4-3
