implementation crypto_kem/ntruplus768/avx2-gt32-clean - 
words 768 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
forward_m_terminal_cycles - 640 +41+16-4+7-11-12-4-6-10-3+10+2-5-4-8+8+2+17+2-21-2+25+4+5+1+30-6+12+6-11-18+2
forward_p_terminal_cycles - 644 +60+29+26-1-25+0+8-11+1+1+3-16+12-5-20-3+3-17-6-1-1-16+0-14-5+22+10+5-15+5-1+29
forward_m_full_cycles - 883 +61+12-8-18-7+4-8-2+11+11+5+3-10-19+1-3-3-16+0-20+26+5+15+12+15+18-13+21+0-16-9-1
forward_p_full_cycles - 906 -2+7+8-5+11-19+3+8-14-7-9+8-3+16-15+0+16+27+0+11+1-22-4-1+14-9-12+12+4-36-28+3
baseinv_j1_cycles - 1202 +36+9-4+20+3-7-1+2+6-3-1+33-9+2+1+0+2-13-6+11-4+11-2-9-4+20+2-1-3+11+14-12
basemul_f0_j1_cycles - 615 +44+18+12-8-8-11-7+5+4-2+3-6+11-10+12+23+0-8-8-6-1-8+1+12+8+1-3+9-10+12-1-3
basemul_general_m_cycles - 719 +85+52+47+22+2-9+7-5+4-5-1+1-5-21-3-11-17+18-10-7+2-13+3-2+6+4-24+12+2-15+5+5
basemul_scale_m_cycles - 632 +31+16+12+5+1+8+3-6+15-4-4+2+1-6-1-3-3+2+3+3-5-6-4-1-7+4-2-4-6+1+2+4
inverse_m_core_cycles - 615 +19+35+8-3-15-13-5+7-16-7+6-6-16+4+3-7+5+10+1+2+11-14+9-7-13+6+0+11+8-6-2-14
inverse_m_tail_cycles - 584 +103+0+8+0-16+1-21+2+4-4-3-7-3-11+1-19-6+3-21-14+8-3+11+9-10-10+29+67+2+10+8+11
inverse_m_full_cycles - 981 +49+13-9-15-8+5+39-33+12-32+10+34-22-22-3+2-13+12+8-5-16-14-22-26+8+19+20+63+2-2+15-6
q24_unpack_m_cycles - 399 +32+20+8-13-13-7-14-11-12-10-16-14-4-4-4-19+11-13-5+3+0+21+10+16+11+20+10+4+2+5+14+11
q24_pack_m_centered_cycles - 422 +15-2+17+16+0-2-11-9-12-2+10+14+2-17-15-10-13-11-6+13+16+8-7+1+1+11+3+1+8-7+1+4
q24_pack_m_lazy_cycles - 484 +2+12+31+10+21+12+8+7-2+0+1+4-4+9-3+6-6-3-7-1-3+1-7-2+0-2-3+1-2-6+4-7
q24_pack_m_highrange_cycles - 483 +13+20+17+5+5+8+3-5-7-4-3+6-5-9-7+0-5-1+6+4-4-5-7+1+0-2-10+8+10+9+16-12
q24_pack_p_cycles - 462 +20+21+39+11+4+1-16+2-6-6+18+9+2+12-4-5-5-8+1+2+5-3-11+6-3+2+2-5-8-7-21-17
q24_equal_m_cycles - 338 +41+11+3+7+1+2-4-9+7-9+0-1+1-1+0+9-4+8+4+0+1+2+2-1-7-13-3-2-13+2+5-6
forward_frontend_cycles - 456 +12+6+2+12+0-2-3+0-14-5-11+9-4+10+3+6+1+15+18-6+14+4+2-8-2+2-2-4-2-6+2-6
forward_m_terminal_cycles - 640 +31+13+5-17-25-4+0-10+3-1-20-3-9-23+8-11+5+12+15+0-4+9-27-5+6-2+19+4+4-4+33-7
forward_p_terminal_cycles - 651 +21-3+23-4-5-5-32-32+7-11-12+8-3+4-8+10+3-8+4-10+17+4-7+0+12+7+0+29+11-16-1+2
forward_m_full_cycles - 889 +9-1-21+6+8+12-21-1+2+7-19+43-15+3+5+2-15+23-3+2+3+8-2-4-10-6-33-22+29-12-11+13
forward_p_full_cycles - 901 -1+14+3-13-19+12+43+12-1+11-5+15-15+6-2+3+26+20-28+12-6-32-11-25+9-11+2+11-10+0-12-22
baseinv_j1_cycles - 1203 +19-3+6+0-8-4-4-10-2-9+1+22+5+15-3-1-7+1+9+2-6-5+7-11+1+2+22-5+2+12+4-7
basemul_f0_j1_cycles - 614 +42+6-3-9-5-6-8-8+8-8-1+9+4+0+11+7+18-1-4+12-2+12-10+12-9+10+3+4+0-6-5-2
basemul_general_m_cycles - 717 +72+61-3+31+20-17+17+0-1+1-13-3+2-11+1+4-9+1-19+0+6-19+0+8-1+18-11+6+0-20+3-3
basemul_scale_m_cycles - 634 +35+31+13+2+1+0-2+6+5+3+12-1+1+0+5+8-6-8-1-4-11-2-2+6-5+5-5-6+0+3-3-1
inverse_m_core_cycles - 616 +4+10-2+1-14+0+12+16+4+20+1+3-10-8+7-4+6-8-2+15+5+22-6+32-1-15-1-20-1-2-15-13
inverse_m_tail_cycles - 590 +109+16+0+6-23-2-16-12-2-3+7+8-2-1-12-4-11+7-5+20+0+3+6-9-22+4+26+57-1+2-15+15
inverse_m_full_cycles - 980 +44-5-9-2-29+15+3+24-16-3+6-10+12+330+17-14-9-5-24+6-23+7+3-14-7-5+17+55+18+3+8-21
q24_unpack_m_cycles - 402 +32+11+24-7-21-10-14-11-8-12-25-23-1-9-5-3+13-11-17-3+12+34+5+6+0+5+9+16+22+15+17+7
q24_pack_m_centered_cycles - 417 +5+11+20+6+11+15+6-3-24+7+13+8-4-7-1-6-3-14+4+4-1-5-6+4-24+2-13+5-2-19-5-9
q24_pack_m_lazy_cycles - 490 -9+14+12-6-1+5-9-7-7-3-2+0+4+4-4-4+4+2+9+1-7+0+8+12+1+0+0-5+3+2+3-8
q24_pack_m_highrange_cycles - 484 +7+3+9-5+0-2-17+3-7+0-2-1+4-4-6+4+2-2-1-9+9+2-8-4+5+6-4+6+6+9-5-4
q24_pack_p_cycles - 459 +20+14+34+18+12+2+2+0-13-5+0-12+0+2+6-2-13-16-6-8+3-8-1-6+0-14-2+7-1+6-8+6
q24_equal_m_cycles - 336 +66-5+14+11+5-3-17-20-16-11-2+11+2+0+5-7-2+15-3+12-2+0+3+0+7+2-12+5+0+5-2-18
