implementation crypto_kem/ntruplus768/avx2-gt32-clean - 
words 768 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
q24_pack_m_highrange_cycles - 481 +10+2+14+6+9+3+2+4+15+0-2+10-3+0-5+2-4-8-3-2-4+16-4-5-3+6-1+3+15-8-2+0
q24_pack_p_cycles - 453 +34+14+36+5+7+3-3+2+12-2+4-4-5-2-2-2-7-3+7+5+8+7-6-1-5+1-1+15-8+7-6-2
q24_equal_m_cycles - 339 +17+7+19+7+2+11+3+6-15-4-5+0+1+9-5+7-7+6+3-7-7-4-5+0+5-6+0-2+2+1-2-16
forward_frontend_cycles - 455 +29+9+2-2+9-2-1-4+3+1+1+4-2+0+7+1-8-1-6-13-11+6-8+7-4-7-7+1-3+3+0+9
forward_m_terminal_cycles - 635 +24-6-8-22-10-7-17+20-5+0-19+17+21+0-3+14-2+0-8+7+23+20+31+0+8-20+0+5+1-12+5-2
forward_p_terminal_cycles - 650 +46+4-2-2-21-19+7+5-5-7+2+2-11-24-3+6+9+13+7+5-9-8-7-20+13-3-4+21-16+3+10+10
forward_m_full_cycles - 887 +18+9-9-2+19+8+0+17-8-19+8+5-10+9-32+15+1-13-12+3-8-6-18+10+20-17+6-5-4+20+2-15
forward_p_full_cycles - 902 +41-9+24-9+17-12+24-16+8+11+2+14-23+7+8+18+314-15-4+2+2-8-19-1-11-18-9+4-31+16+16-11
baseinv_j1_cycles - 1196 +118+14-2-3+1-2+5+4-3+1+2-10-10-10+4+7+1+7+6-1-4-1-13+7+1-4-6+17+1+7+0-6
basemul_f0_j1_cycles - 611 +24+3-6+15-2-7+1+0-2+1+14-7-2+3+1+1+3+3-6+5-4-5+1-7-2-2-4-5+4-1+4+1
basemul_general_m_cycles - 716 +87+51+6+4+4-1+12-2-1+22-21+1-11-22+6-12+13-9-17+1+7-21-3-17-7+16+3-2+7-5+8-9
basemul_scale_m_cycles - 632 +37+32+9+0+3-5+11-4+18-2-1+8+1+6-3-4-1+0-2-4-4+3-5+2-3-1-2+3+0+5+3-6
inverse_m_core_cycles - 616 +32+4-16-9+1-32+12-18+12-17-9+9-3+8-11-6+4+22-23+0-14+2+10+1+16+19-7+0+6+10-14-2
inverse_m_tail_cycles - 590 +97-7+20+8-11-8-2-14-13-13-2+11-5-3+10-8+2+0+2+2+2+5+7+5-16-8+3+4-4-10+5+3
inverse_m_full_cycles - 974 +42-2-6+1-10-25+24+15+11-31+11-16+13-3+32+5+13-13+15-25-6-6-13+7-14+28+4+1+16-14+1-10
q24_unpack_m_cycles - 397 +33+12+34-10-11-14-15-8-17-15-3-18+0-1-7-8-13-7+15+20+15+13-4+9+5+0+12+19-8+12+86+8
q24_pack_m_centered_cycles - 420 +10+3+18+10+4-1-5-8-15-4-17+8-1-11-11-6-3-10+11-2+10-7+12-3+6+3+19+6+15-2-5+3
q24_pack_m_lazy_cycles - 488 +5+5+21+9+3+0+7-7-1+4-8+2-3-7-4-2-2-5-1-2-6+1+6-3-7+16+16+7+3+2+9-5
q24_pack_m_highrange_cycles - 479 +16-1+12+7+18+17+1+3+1+0+1-5+13-6+5+6-2-1-8-3+1+3-7-4-7-1+0+0+8-1+12-2
q24_pack_p_cycles - 451 +37+32+40+10+12+13+6-2-5+3+2+1-2-2-2-4-6-5-6-3+6+11+13+15+2-11-13+0-10-2-13+9
q24_equal_m_cycles - 339 +23-1+19+10+1+2+6-10+4+12+2-13-9+2-7+3-2+0+6-8-2-10+1+3+5-7+0-25-1-14-18-5
