implementation crypto_kem/ntruplus768/avx2-gt32-clean - 
words 768 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
inverse_m_tail_cycles - 590 +109+15+16-10-6-7+4+2-6-4-2+1-15-11-1-1-11+0-8+12+1+10+18+7-11+2+0+1-15-3+4+2
inverse_m_full_cycles - 975 +10+5+6-23-12-7+2-24+6+1-7+10-3-22+11-11+8-7-4+24+22-1+27-8+14+10-2-6-6+0+20-7
q24_unpack_m_cycles - 392 +43+24+29-1-5+8+8-7-11+3-12+5-11+5-4+2-3-11-1+4+2-1-9-5-10-9+1-7+13+15+28+22
q24_pack_m_centered_cycles - 421 +3+14+27-10+0+0+4+5-1-1-11+5-14-7-8-12+2-10+3-6+8+2-7+4-14-4+19+5-1+2+8-12
q24_pack_m_lazy_cycles - 486 -3-6+4+3+4+8+6-8-1-5-3+3+5+0+2-5+6+6+7+11-5-8-2-3+1-2-7-6-3+8+2-13
q24_pack_m_highrange_cycles - 482 +5+10+17+4+8-5+0+6-4-3+7+8+3-2-4-7-5-1+2-6+11-3-6+1+5+10-4-8+0+3-7-1
q24_pack_p_cycles - 453 +34+26+33+24+24+14+5+13-3-2+2-9-6-3+4-5-7+8-11+0+5-5-9+11-12+1-2-4+14-1-1-8
q24_equal_m_cycles - 333 +47+27+15+11+8+7+6-9-10-2+4+7+6+5-21-21-19-5+0+1-1-10-2-1+3+0+1-8-2+3-5-3
forward_frontend_cycles - 456 +23+5-4-15+6+0-6+0+4+9+2-10-4-7+0+2-3-14+6+4+13-9-2-8+13+8-3-6-1+1+2+6
forward_m_terminal_cycles - 637 +27+4+2+29+7+2-23-8-12-6-12+6+11+1-13-9-18+2-4+16+22-19-18+1+16-10+22+14+7+11-14-16
forward_p_terminal_cycles - 651 +49-3+1+24-18-31+5+18+4-14-23-9-3-5+13+7-14+14+29+12-23+11-10-6+0+4-15+11-3+14+0-21
forward_m_full_cycles - 886 +42-3-4-5-5+11+0-15+27+44-22+1-5+8+12+27+10+5+1-18-12+1-1+2+4+8-17-17+0-9+12+0
forward_p_full_cycles - 904 +37-12-4+20-4+1+2+32-31-14-4+2+3-2-7+2-11+19+26-7+1-27+8+6+4+2+17-34-5-9-18+27
baseinv_j1_cycles - 1199 +55+5+1+12+33+22+17+8+1-4+7+2+6+6-19-17-14+0-11+0-12-10+4-7-4-18-13+25+0+2-4-3
basemul_f0_j1_cycles - 617 +43+16+17+9+10+5-1+4-8-3+9+2-3-3-5+5-2-2+19-13-8-4+12+0-10-11-11-12+2+0+10+7
basemul_general_m_cycles - 722 +76+73+19-6-11-13+8+5-1+5-9+2-12-11+4+13-6-6-22-17+8-25-2+4-4+22+2+1+10-12+17-3
basemul_scale_m_cycles - 631 +63+33+6+3+0-4-2-4-1-1-3-1+1-3+5-1-6-2+7+7+2-2+5-4+1+1+2+4+3-2+1-3
inverse_m_core_cycles - 613 +27-7+1-11+0-10+6-11+19-14-2-6+7+2+10+8-4+12-3+3+8+54+10+13-8-7-1-9+4+8-12-4
inverse_m_tail_cycles - 589 +82+22+2+3-9-3+1-26-5+10-14-12+15+4+0-5+14-12+1+12-6+12+1+8+14-4-8-12+8-1-10+1
inverse_m_full_cycles - 975 +11+7+20-27-25+12-10+9-4-3-3+1-18-31-5-35-22-12+27-13-11-8-14+29+28+14-4+13+16+26+16+15
q24_unpack_m_cycles - 397 +36+23+30+2+0+7-4-5-11-14-4-12+9-6+0-7-5+0+0-4-7+3-5+5+3+0+7+15-14+13+12+17
q24_pack_m_centered_cycles - 418 +9-9+25+8+12-1-10-7+0+5+2-2+10-14-4-7-5-5+2+12+14-7-10-8-7+6+11+5+15-4+5-2
q24_pack_m_lazy_cycles - 480 +26+5+23+14+5-4-2-5-2-3-3+13-5-1-9+5-1+4-1+1+5-1-3-7+1+2+5-5-5+1-3+7
q24_pack_m_highrange_cycles - 481 +23+16+26+3+4+6+12-3-4-1-3+14+12+2-6+3+2+9-2+8+2-10-8-3-2-6-10-8-7+4-1-8
q24_pack_p_cycles - 455 +31+23+37+7-1-10-15+1-8-20-4-3+1-2-13+9-7-10+4+6+5+3-11+1+7+7+6+15+7-3-9-5
q24_equal_m_cycles - 340 +56-14-7+4+4+3+2-2+0+4+3+16-4-19-15+1-17-14+1+29-9+6+17-9-1+7-2+6+12-2-16-19
