implementation crypto_kem/ntruplus768/avx2 - 
publickeybytes 1152 
secretkeybytes 2336 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
hash_h_cycles - 2647 +97+64+41+49+43+69-8-39-7-14-5-26+12-42-11-64-31-4+41+39-43+23+20-1-40+7+53-20-6+16-8+1
poly_mul_small_cycles - 2923 +65+76+39+21+13+3-7+20-7+4-23-7-3-1-25+13-33+12+10+14-3+2-50+4-10-5-13-14+17-19+17-29
poly_mul_general_cycles - 2938 +53+16+16-1-39+22-25+16-1-19-4-23-13+27-5-42+4+31+26+22-22+24-74-37+6-6-29+5-18+20+6-10
forward_small_cycles - 990 +23+13-13-1+7-4-2-14+1-26-18+10-10-18+0-1+10+16+4+7-23+3-2+4+6-44-12+5-1+1-15+6
forward_general_cycles - 996 +20+10+0+2+77-6+4-9+0-4+13+3-5+5-24+10+18+24-34+17+10-6+35-7+32-25+1-5-10-35-28-3
basemul_cycles - 723 +21-1+9+1-8-3-2-18-16-5+1+0+3-7+13+2-2+11+0+6-7+1+0-10-1-3+2-1+6+11+9-7
basemul_scale_cycles - 637 +6+5+14+4+0+0+6-3+2-10+0+2-3-5+1-10+5+6-9-1+3-2-4-2+0+2-5+7+5-6-9-3
inverse_cycles - 998 +50+35-9-10-8-1-4-1+1+6+3+5+2-4+5+5-1-7+1+1-2-10+13+2+1-25-4+26+3-13-10-13
baseinv_cycles - 1245 +21+21+10-22-1+159-4-17+20+14+12+3+0+22-12+2-10-11+15+20-3+0-16-5-8-7-2+3+2+0-9-12
poly_frombytes_cycles - 357 +25+2+4-3-3-2-5-4-11-3+10+3-5+6+3-6+1+16+1+7+2-6+8+5+7+7+1-4-4-5-10-6
poly_tobytes_cycles - 416 +26-1+6+2+8-4-3-3+8-3-1-1+15+10+7+1-2+0+3+12+4+6+11+2-3-2-3-4+1-3-3-1
cbd1_cycles - 320 +23+10+4+19+14+9+5-2+4-1+18+1-2-3-6-6-12-14+8-3-1+2+2-1+1+16+1+17-15-13-15-8
crepmod3_cycles - 437 +80+43+8+8-8-2+12-1+5+13-8-7+0-5+14+0+7+2-11+1+4+4-12-2+7-6-6-1-4-3+0-7
poly_add_cycles - 242 +37-10-11-3+7+14-9+2-7+9+7-5-6+7+4-12+13-8-5-9+0+1+11-1+12+14+0-7+4+11+1-11
poly_sub_cycles - 240 +12+2+1-10-2-1+3+6-4-7+4+4-1+0-6+10+11-6-1-9-1-8-2-2+2-14+7-1-1+3+7+2
sotp_encode_cycles - 319 +28+17+17+1+2+2+3-2+5-5+3+2-2+0+3-6+4+1+0-7+0-10+11-11-9-14-10+0-8+0+10-8
sotp_decode_cycles - 350 +17+1+4+0+2-8+3-2+0-2-4+1+6+1-4-2+2+5+4+0-9-4+5+0+1+3-7-1+4+0+0+10
hash_f_cycles - 10933 +32+43+73+27+69+37-85+2+58-70+43-52-119-177-28-115+40+5-119-100+26-162+17-85+7-48+30-67+19+42-49+53
hash_g_cycles - 12134 +135-78+66+107+62-182+12-93+77-14-113+73-161+83+132-207+174+23-168+34-170+28+88-132-4-33-14-38+1-113+73-230
hash_h_cycles - 2655 +108-24+1+14-9+6+31-5+13+12-2+20+43-7+22+2-24+65-2+30-6+40-8-10-16-14-44-9-2-8+2+7
poly_mul_small_cycles - 2924 +57+59-6-8-16+3+60-3-8+9-22-20-10-2+9+8+23-55-39+26-25+22-7-14+16-1+18-46+15+3-1+9
poly_mul_general_cycles - 2930 +147+26+7+28-3+3-36+4-12-3-1-13+29-15-14+7+15+21-4+3-29+33+15-15+12-5+32+1-10-2-26-2
