implementation crypto_kem/ntruplus768/avx2 - 
publickeybytes 1152 
secretkeybytes 2336 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
crepmod3_cycles - 436 +26+3-9-3-8+1-3-5+0+2+6+3+4-10-3+0+3+5+3+11+9+12+0+2-1-6-9-2-12-7-14+0
poly_add_cycles - 238 +16+6-3-8-4+7-4+9-5-2+9-1+8+18-4-4+7-2-16-15+9-2+8+2+13+15+3-11-8-3-8+6
poly_sub_cycles - 236 +11+11-5+3-1+5+2+4-3+5+7-10-5-7-1+5-1+2-5+1-1+7-11+1-8-5-2+2+1+4-2+3
sotp_encode_cycles - 313 +33+23+8+16+6-9+2+3-3+1-7-8-5-5+0+0+3-1-6-6+3+3-4+5+0+1-8-7-7+3+6-5
sotp_decode_cycles - 353 +25+3-6-5-1+6+5+6-3-3+10-5+10+9+10-2-3+1-4-6-4+4-3-4+2-6+0+3+1+0+4-4
hash_f_cycles - 10925 +140+69-49-166-72+14+0+136+29-110+50+12+9-79+30+11+74-17+66-13+20-72+24-105-121+47+90-98-194-176-19-12
hash_g_cycles - 12121 +243+161-124+117-145-108-1-117+83-23+57-233-33-222+11-164+39-4-185-145-12-4+28+27-75+50-197+62+11+21+66+26
hash_h_cycles - 2662 +61+6+16+34+6-6-24+22-17-1-23-24-3-14+8-25-1-41-27+37+25+13-65+0+17-24+13+4+13+2-34-22
poly_mul_small_cycles - 2933 +35+43+19+7+15+28+0+9+17-1+16-27+0-30-16+13-25-2-31-44+9-23+29-17-30-17+4-13-20-32+34+3
poly_mul_general_cycles - 2928 +71+27+20+53-29-3-6-11+2-21+0+0+2+16+3-15-18-17+3+9-29+8-16+25-50-25+8+39+5-29-21+3
