implementation crypto_kem/ntruplus768/avx2 - 
publickeybytes 1152 
secretkeybytes 2336 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
sotp_decode_cycles - 351 +126-5-1-2+10+5-2-4+4+1+5-6+2+1+8+7-6-6-7+2+3-4-5+0+1+0+10+2-9-8-7+4
hash_f_cycles - 10837 +1271+122+68+156+100-95+205+30+55-52-55-56-23-13-53-19-35-107-9-74+17-90-6-32+2-3+666+224+115+24+93-15
hash_g_cycles - 11977 +575+369+90+42-4-52-16-8+26-9+20-72+0-40+2-4+47-89-30+31-38+44+32-36+14+28-12+13+95-60-57-26
hash_h_cycles - 2655 +237-33+15-1-9+22-11+3-7+29-13+8-51+9-9+29+19+42-2-75+3+1-46+20-34-2-48+8-33+22-28+98
poly_mul_small_cycles - 2919 +403+119+17+57+25+8-4-9+15-17-35+21+12-10-11-31-42-46-19-39+27-33+29-10-14+7+13+56+4-25+26-28
poly_mul_general_cycles - 2933 +346+50+27+13-18+45-12-3+6-11-14-7-4-7-23-8+0+34+9-25-18+37+7-23+14+1+21+12-1+16-64-34
forward_small_cycles - 983 +45+5+17-10-19+8-1-7-6-7+6+9+7+6+19+9-7+0-12+3-17+11+16-17+2-13-11-7+10-11-8+13
forward_general_cycles - 981 +44+6+33-6-24+5+3+2-7-4-20-7+3+4-27-23+11+2+17-26+4-18-15+12-6+7+4-1+1+1-8-18
basemul_cycles - 715 +28+11-12+10-6-1-13+12-6-8-4+12+1+5-1+8-3+1+7-1+0-4+2-3+4-3-1+3+4+0-3+10
basemul_scale_cycles - 633 +8+14+12+3+20+6+12-2-5-2-1-4-2+0+2-4-1+9-4+6-10-2-2+4-2+1+2+2-1+0+0-3
inverse_cycles - 993 +62+17+25-17+2-2-9-13-6-2-1+7+18+20+9+18+4-5-16+22-3-2+5-10-2+14-5+19+5-19-4-24
baseinv_cycles - 1249 +33+8-15-12-21-4+156+1+66+3+169+8+156+2-12+23-2-3+2+2-6-3+153-22-9+0-17+8-3-10+0-24
poly_frombytes_cycles - 347 +31+1+2-2+1+1-1+3-4-6-5-5-3+3+2-5+6+1-4+2+2+1-4-1+4-3-5-1-1-1+2-6
poly_tobytes_cycles - 424 +0-8-10+1-1-10+1+7+13+3-11+8-6+3+3+1+0+4+2+6-1-7+2+7-4+13-3-2-5-4+7-7
cbd1_cycles - 316 +24+17+12+20+17+3-3+1-1+0-9+2+3+11+8+1-3-4+13-4+17-9-3-8-3-3+0+13-4-4-7-8
crepmod3_cycles - 437 +42+0+3+5+5-2-4+6+1-7+0-7-10-7-6+1-3-2+7-3-1-6-2+8-7+9+7-6+7+1+5+11
poly_add_cycles - 241 +37-1+5+7-8-4+2-2-7-1+8+12-2+3-2-10-4-5-13-13-10+0+7+13+8+6-3-2+8+12+7-12
poly_sub_cycles - 235 +21-4-7+4-8+4+21-3-4-3+7-9+0+3+0+1+5+0+1-8+5+5-1+0+9-2-7+4-3+5-1+2
sotp_encode_cycles - 315 +29+20+8+6-6+6+3-2-8-9-1-8-11-1-10-1-6+1-8-3+8+5-1-9-9+6+0+1+5-1+5+5
sotp_decode_cycles - 353 +15+0-6-7+1+1-2+7-6+7+8-5-1+2+3-1-7+6+4+0-8-4-3+0-6+4+3+1+4-3-1+4
hash_f_cycles - 10849 +138+232-43+37-23-41-9-35-39+689+238+183+90-53+15+16+30-93+91+8-7+15-63-45-17-60-127+54-84+90+21-19
hash_g_cycles - 12142 +146+86+36+77-28+9+90+35-108-79-122-247+0-186-134-137-193+34+50-186-14-13+1-155-36+22+66-227+38+22+44+119
hash_h_cycles - 2663 +113-34+8-27+25+9+8+84+31-26+30-40+3-30+52-25-8-6+33-20+26+2-18-5+38-10-1+4-19+7-18+0
poly_mul_small_cycles - 2937 +92+40+39+3-20+22-53+6+5-19-32-16+0-1+12+10927+11-2-29+5-7-15-37+7-16+5+3-28-27-23+7-4
poly_mul_general_cycles - 2941 +85+46-12-39-6-5+2-28-7+22-15+15-3-9-7+43+15+9-5+15-2+51+12+18+9-24-5-21+17+12-25-23
forward_small_cycles - 986 +21+2+2+4+7-11-4+13+5+1+2-16-24+16-18-2+1+4+3-17-2-8+2+11+10+24-3-20-18-1-6-4
forward_general_cycles - 981 +32+1-1-7-10+4+4-3-10-7-4+19-2+6+6+5+23-6+18+14-2-10-12+4-30-2+7+25-37+16-12-9
basemul_cycles - 726 +40+11+1+1+7-22+2-6-4-30-4+4+3-18-1+5+0+2+2-18-6+4-6-12-20-14+10+2-7+5-24+6
basemul_scale_cycles - 642 +5+4+0-1+7+6+6-4-3+3-2+1+6+3+2+8-3+4-6-8-10+1+7+3+2-6-10-8-12-6-7-11
inverse_cycles - 995 +31+7-17-15-11+16-6-10-15+16+11+19-16-5-9+24+7-5+0+12+13+2-8-3+15+15+10-18-25-6+18-17
baseinv_cycles - 1244 +56+20+192-8-2-5-4-4-15-4+17+3-9+2+2-15+18-13+29+15+4-10-9+8+14-16-3+2+23+21-1-11
poly_frombytes_cycles - 346 +24+12-2-3+5-1+5-2-4+4+7+0-2+0-2+3+2-3+13+1+2+1-3-5-2-1-5+1-1-6+2-6
poly_tobytes_cycles - 421 +10+3-5+3+1-1+6-9+2-5+4+2+6+13-7+10-6-5+12+8+0-9-5-6+4-2-1-8+1-6-4+4
cbd1_cycles - 317 +25+13+3+11+11+10-11-2+5-3-2+17-11+17-9-12-6+23+1-7-11+0-12+20+15-9+2-4+9+15-12-3
crepmod3_cycles - 432 +31+23+20+16-1-5-4+9-7+4+14+10+3+9+1+0+5+9-2-2-14-12+8-1+1+0-6-16-2-9-5-11
poly_add_cycles - 241 +12+2-1+6+10+5+5-7-11-8-3-7-5-13-12+11+13-16-1+1+2+0+9+5+1-1-3+0+9-15-1-7
poly_sub_cycles - 241 +7-1+3-4+9-3+1-9-7+3-11+2+4+3-5-3+0-4+5+0+3+7-6+4-8+6-7-9+5+0-5+0
sotp_encode_cycles - 316 +22+21+12+4+7-9-6-2+0-9-6+3+3-6-7-1-9+0-8+2+2-1-2+6-1-10+2+3+7-2-10+1
sotp_decode_cycles - 349 +36+2+9+6+9-4+3+4+7+0+9-2+2+0-5-2-3+0-1-3+0+0-3-3-1-2-5+5+0+1+3-3
hash_f_cycles - 10915 +151-3+96+89+46+36+22-131-62-91-80-44+39-103-98-135-93-22-98+0-5+57+20-16+0+51+60-2+6-12+61+48
hash_g_cycles - 11986 +141+253+24-58-90-27-67+250+8+20+224+16-49-56-74-85+52-51-56-65+16-10-26+289+248+169+39+296+166-9-43-13
hash_h_cycles - 2659 +96+6-59-17+3+9-4+14-23-14+4+35+26-52-15-135+17-52-17-29+22+16-58-36+13-50+5-11+11+12+19+20
poly_mul_small_cycles - 2924 +47+63+25+15-3+12-17-18-9+9+38-30-54+23+1-1-21+6-41+6-2-23-1+15-24-1+16-46-25+42-68+0
poly_mul_general_cycles - 2915 +72+21-6-29+32+20-2-47-9+14+2-2+25+23-14-16+37+14-9-1-7-38-33-6+22-36-3-9+22+49+24-2
