implementation crypto_kem/ntruplus768/avx2 - 
publickeybytes 1152 
secretkeybytes 2336 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
sotp_encode_cycles - 315 +123+55+23+5+9-8-12-8+1-4+1-2+5+6+5-8+5+3+3+0-8-9-3-8-7-8+1-2-1-5+1+0
sotp_decode_cycles - 351 +150+7+2-4+2-2-1+2-4-6-1+0-3-3-4-5-9+1+1-7+1-4+4+5+6-3+4+8-2+11-8+8
hash_f_cycles - 10937 +831-19+96-96-114+67+12+54-88-218-136-93-135+40-4+30+50-1+8-153+28+12-95+2-133+17-151+87+82-3+7-109
hash_g_cycles - 12058 +544+240+76+170+58-129+78-44+57-124+98-118+68-115-144+64+153+109-117+68-126-129+111-175-118-145-28-116-87+60-64+51
hash_h_cycles - 2662 +297+37+12-23-10+25-56+20+17+33+0-3-2-29+22+14+32-33+6+29-22-16+6+0-49-34-23+16+1-100-16-17
poly_mul_small_cycles - 2935 +355+62+19+15-10-16-33+20+2-27-10+38-50-10+29-32+8+15-11+13+31-35-8+2-14+10+6+11+15-21-41-11
poly_mul_general_cycles - 2923 +196+33+36+12+13-3-25+6+4+5-41+31+26+33-15+9-15-11-20-6+3-28+11-9-16+64+1-2-2-29-11-6
forward_small_cycles - 977 +31+10+16+16-1-6-3+13+35-4-11+5-3-30-17+15+7+9-6-26+4+7-11+6-6-3+4-16-13+6-2-25
forward_general_cycles - 980 +33+11+16-3+9-4-10+1+6+18+31-1-10-5-5-3+17+2+14+0+8+20-6-19+5-13-23-9-30-15-7+5
basemul_cycles - 724 +27+8-9+6-4+4+6-16-3+11-6+3-8+2-10+1-20-4+3-16-6+5+7+1-11-3+2-9+3-18+4+9
basemul_scale_cycles - 631 +10+9+13+6-4-5+7-6-7-6-6-7+2+5+0+1+5+2-2-2-10-6-3+0-4+3+3-3+1-5+3+5
inverse_cycles - 990 +43+21+5+0-5+13-19-10+11+3+11-5-2+22+0-2+24-5-13-10-4-5+27+5-19+10+16-4-24+0-4+4
baseinv_cycles - 1250 +50+2-5-13+122-11-22+8+17+6-28+1+8+165-3+12+3-15-6-11-7+2+20+19-5-5+10+5+6-15-28-11
poly_frombytes_cycles - 347 +29+6+0-5+0+5+3+0+4-1+1+4+3-8+1+6+11+5+0+8+1-6+0+7-1-5-5-4-4-7+1-9
poly_tobytes_cycles - 422 +7+0+9-3-2-1-1+1-5-1-11+2+1-11+2+6+6+1+6-2-10-8-11+11+7+1-11+9-9-7+10-4
cbd1_cycles - 313 +53+39+16+4+12-7+13-8-2+15+20+13-3-1+2-8-2-2+16-3-7-2+15-3-4+1-3+4-5+2-7+2
crepmod3_cycles - 428 +25+5+5+8+11+0+12+11-1-5+0-4-6+0-9-5-2-4-6+0-4-5-1-3+0+3-2+8+386+72+11+2
poly_add_cycles - 235 +23-11+0-6-4-5-9-2-9+11+1-2+6+1+12+11+9+0+0-5-8-9+4-8-1+2+2+4+8+8-2-1
poly_sub_cycles - 236 +16+3-1-1-1-9-3+3-1+1-4+1-3+1+5-1-4+13+11+9+6+9+7-4-4-2-8+9-9+1+4-3
sotp_encode_cycles - 312 +27+24+17+9+9-4+9-6+8-6-6-6-3-2+2+1-6-7+4+3+8+6-2-2-4-7-6-4+3-4+5+3
sotp_decode_cycles - 354 +14+1-8-1-3-5+2+0-8+7-7-1+5+1-7-11-4-3+1-2+3-2+3+8+5-13-1+3-9+4+0+4
hash_f_cycles - 10845 +232+162+117+169+20+97-30-22-12-50-38-79-79+15-39-6-53+102-25-36-10+37+96-54-65+129+48+84-36+111+89-88
hash_g_cycles - 12174 +139+70-128-16-10-36+80+7-61+22-78+47+9+60-29-56+34+22+28-118-128-75+60-180+42+67-22-15+113+38-204-199
hash_h_cycles - 2650 +68-4+19-75-80+10+11-12-86+12+9-92-21+9-3-1-9+0-25+26+5+37+9-12+3-26+5+23-4-24+24-18
poly_mul_small_cycles - 2920 +86+69+27-28-8-4+21+7-25+9+23+11-5-32-14+15-22+31-21+34+3-44+20+23-15-16-13-24+31+8-18-23
poly_mul_general_cycles - 2934 +129+17+2+1+2-6+39-49-20+11-24+4-22-24+45+52+17-3-54+6+7+3-9+3-14+10+1+23-7-5-38-8
forward_small_cycles - 980 +50+15+4-15+0-14+26-19-9+14-8+37-16-5-9-1+1+3+0-8+14-6+2-7+20+14-9-1-7+1+6+6
forward_general_cycles - 975 +62+25-1-3+11+17-3-26-10+20-10-2-16-4-9+4+5+10-12+4-9-19+15+9+2+26-3+11-26-3+6-6
basemul_cycles - 725 +22+1-23-6+2+2-17+3-8-6-7+7+5-13+5-3+6-14-23+7-5+6+5+10+3+2+2-17-20+12+6-16
basemul_scale_cycles - 634 +10+10+9+11+8+12+12-7+16-4+2-1+1-1+2+4-4-4-6+1-5-5-11-4-10-4+4-2+0-3-2+3
inverse_cycles - 989 +44+9+2-4+1-5+10-12+34+6+2+18-6-4+3+5+0-6-15+5+17+1-5-5-14-2+12-1+2-17-5-12
baseinv_cycles - 1248 +49+30-28-27+5-15+14+173-13-10-4+8+1+11+12+25-12+23+10+4+14-2-2-24+7-14-14-17-20-7+13-11
poly_frombytes_cycles - 352 +28+3+5-11-1-3-14-10-5-8+3+2+0-5+2-11-11-10-11-7-9+118+22+8+6+2+1+2-1+1+8+8
poly_tobytes_cycles - 418 +28+7-1-5-4-4+6+8+4-3-4+1+12+15+6+6-4-2+1-4-4-1+2-3+14-1+15+1-1+0+7-3
cbd1_cycles - 319 +16+7-1+1+13-5+23-5-3+25+18+11+11+9+13-5+8-5-13-11+6-11+16-3-10-4-5-7-5-4+21-7
crepmod3_cycles - 431 +143-5-8+3+7+5+15+0+9-2-1+8+8-1+5-3+17+9+9-1-4-9+1-3+3-12-6-10-3+1-15-17
poly_add_cycles - 243 +90+35-1-5+1+1+9+7-13-2+11-14-7-18+2+10+13+13+6-15-18-4+9-20-16-4-7-7-1+5+3+10
poly_sub_cycles - 234 +9-2+10+4+1+13-1-6+10-7+0-8-2+10+8+0+1-6+12-1-1+0+1-2+5+2+2-3+0+1+0+6
sotp_encode_cycles - 320 +24+6+4+9+8-9-6-5-3-5-6-4-2-1+1+2+0-1+1+1+0+1+0-1-3+0+1-1+1+1-1+1
sotp_decode_cycles - 353 +32+3+1+4+6+7-8+7-3+2+0-5-1-1+2-3+5+2-5+5-11-7-3+6+2+5-4+0+1-12-6-9
hash_f_cycles - 10904 +318-4+122+97-15+69+23-84+82+19-81+115-83+128-99+119-85-96+46-107+40-54-76-94-69+76-50+41-139+72+84-75
hash_g_cycles - 12084 +217+155-51+74-112-8-140-115-99-50+89-138-89+36+59+33-108+90+96-124+44-148+92+77+133-92-201-39+58+36-160+102
hash_h_cycles - 2641 +97+25+52+49-44+22+3-9-86-19+6-15-15-31-24-7+4+9+15-68+62+20+56+36-14+5+4-70+6-9-28-25
poly_mul_small_cycles - 2945 +75+7+19+6+9+4+1+5-10-18+15+3-13-36+21-9-2-21-29-3+7-14-25-67+18+5-50-12-14+28-1+8
poly_mul_general_cycles - 2935 +81+21-5-34+24+18+35-9-10+31-8+11+4+8+14-18+9+10+7-28-5-26-23+6-3-10+2-3+2-30-4-11
