implementation crypto_kem/ntruplus768/avx2 - 
publickeybytes 1152 
secretkeybytes 2336 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
sotp_decode_cycles - 354 +29-5+0-5+0-2-1+2+1+3-7+2+4-6+8-2+5+2+1+2+6+8-9-3+4-9-2-10+2-12-10-1
hash_f_cycles - 10946 +44+93+44+63+72+8+18+55-86+24-9-11-13+13+12-56+31-117-105-32-89-16-155+6-114-1-112+25+35-178+10-199
hash_g_cycles - 12111 +47+56-96+148-180+50-178+55+92+33+56-137+57-192-41+55-178+60-148+100+5+70-174-122-136+73+66-134+80-110-150-51
hash_h_cycles - 2661 +60-12+5-5-6-2-23-9+37-1+14-24-21-25-32-6+9+19-39-19+20+20+4+10961+18+13-1+17-46-7+7+65
poly_mul_small_cycles - 2915 +85+84-5+10+13+41-5-39+17-6+15+52-20-6-9-16-15-23+18+19-1+6+13-4+3-4+10-45-30+29-52-46
poly_mul_general_cycles - 2930 +58+34+39+14-46-77-19+3-11-1+3+19-19+40-3-19-4+42+12-77+6-21+7+0+3-6+25+27-3-12-35-29
forward_small_cycles - 982 +20+15-1+22+9-10+12-7+2-28+19+8+23-33+8-7+23-9-4-10+5-3-15-16+1-11+22+17-7-24+1+0
forward_general_cycles - 979 +51+36+30+10+23-1-24-2-9-3+17-11-5+13+22+1+12-10-6-4-11-6+8-2-7+12+4+3+4+16-4-19
basemul_cycles - 723 +27-1-20-12-23+1+4+10+10-8+6-9+8+6-17+4+7+10-4+2-6-4-3-2+3+5+2-5+3+1-2-2
basemul_scale_cycles - 632 +14+9+10+14+11+4-1+5-1+3+0-6-3+1+2-2-4+1-5+1+2+6+1-8-11-7-8+6-4-9-3-11
inverse_cycles - 995 +17+22-11+2+8+11-10+13-16+5+14+15+17-3-2+4-11-10-6+0+0+1-2-19+0+13-11-11-11+8-13+10
baseinv_cycles - 1241 +40+30-22+14-1+151+68-8+133-7-8+0+3-2-11+13-11-12-14-14+1-21+26+5+3+24+3-8-3+2+3-7
poly_frombytes_cycles - 350 +34+5-3+2-7-8-7+0+3+1+1-8+6+0-10-12+5-3-4+1+2+9+2-12-3+4+9-2-10+0+1-9
poly_tobytes_cycles - 438 +2-1-9-5-2-5+1-4-7-1-8+3+6+3+6+9+8+3-7+1-5-10+15-3+5+6+10+6-9-6+0+4
cbd1_cycles - 317 +22+11+2+1+6+5-10-11-13+18+7-13+4+2+1-8+4+3-10+11-8-4+11-10+1-4-9+14-5-10+21-7
crepmod3_cycles - 428 +23+14+5-3+20+10+16+1+1-4+4-1-1+11+6+12-8+0-8-6-3+1+0-9-3-2-13-10+5+8-1-7
poly_add_cycles - 239 +8+17-11-17+28+13+12-4-2+6+14+14+12+15+14+17-4-4+3-4+5-5-4-6+4-4-8-4+0+2-12-15
poly_sub_cycles - 238 +13+0+1-5-2+3+3+8+2+10-11+4-10-7+9-8-7-4-9-8+12+4-5+3+0+13+5+3-5+3-11-8
sotp_encode_cycles - 315 +25+21+14+6+2-1-10+0-1-1-10+5+4+5-5-2-5-3+3-10-10+4+4-1+8+4+0-8-6+2+3-7
sotp_decode_cycles - 352 +24+6-9-5+8-5+0-8-1-2-4+9+2-2+17-6-8+6-7-7+1+6-8-2+4-7+5+9+2+3+13+7
hash_f_cycles - 10952 +203-70+25+80-5+43+27-97-60-14-138+2+21-3-24+7-40+71+3-42-62-9+40+1-5+7+10+15-65+5-78+4
hash_g_cycles - 12012 -11-2-18+262+210-49-66-112-108+140+985+128+193+239+8-69-78-67+116+179+156-15+134+110-39+10751-72-30-64-66-71-92
hash_h_cycles - 2645 +70+21-8-26+34-5+8-9-10-37-16-37+26-39+49-39+4+41+8-4-47+15+22+11+23+14+6-9-16-29+5-11
poly_mul_small_cycles - 2924 +184+106+10+42+3-2-46-17+19+5-17+18+2+17-3+13-6-22-3-50+7-2-12-3+17-29-22-2+10+4-33-13
poly_mul_general_cycles - 2922 +81+39+52+7-23+11-5-23-3-28-26+14+3-28-10-13-15+1-10+6+37-11+2+33+14-17+27-21+39+70+37-8
