implementation crypto_kem/ntruplus768/avx2 - 
publickeybytes 1152 
secretkeybytes 2336 
cpuid unknown_CPU_ID_ 
cpucycles_persecond 1400000000 
cpucycles_implementation default-perfevent 
compiler gcc_-march=native_-mtune=native_-O3_-fwrapv_-fPIC_-fPIE_-ffunction-sections_-fdata-sections_-Wl,--gc-sections_-gdwarf-4_-Wall 15.2.0 
poly_mul_small_cycles - 2930 +392+54+19+11+7-24+51+5-35+4-45-24-35+0+16-12-15+4+6-34+13+0+2-29-8-7+31-31+18-44+5-5
poly_mul_general_cycles - 2929 +232-16-5-51-9+5+13-1+3+5+5-10-1-33-7+18-23+5+18-4+4+5+11-31-18+0+16+5-21-3-7+17
forward_small_cycles - 983 +73+35+11+0-37+29+13-10+1-15-34-1+0-11+11-11+4+13+0+16+3+3-10+8-5-26-15+15-11-8-17+3
forward_general_cycles - 978 +57+20+1-4+7+14+8+15+11-4-2-9+22-2-14+12-10-7+26-2-11+15+7-1-2-8-9+0-25-3+5+5
basemul_cycles - 724 +22-12-17+0+7-1-10+5+4+4+1-1+10-22-3-5-11+0+8-8+1+5-6+3+4-1+6-11-22-4+5-1
basemul_scale_cycles - 632 +53+25+18+12+2+11+13+13+4-1+2-1-8-1-4+0+2-7+1+5-9+5+3-10-10-10-9-9-3+3-8-7
inverse_cycles - 994 +34+24+2+2+15+5+3-6-7+6-9+1+3-3+10-20+4-15-20-20-15+1+3-3-16+12-18-6+4-18-2-1
baseinv_cycles - 1246 +134+55-6-17+26-7+2-5+7+63-4-10+53+3+8-15-13-4+2+8+22+23+7+71-6-7-13+0-28+3-17-21
poly_frombytes_cycles - 348 +23+2+6+1-7+0+4+1+1+3+1+8-6-5+8-4+6-6+9-8+12-3+7-3-10-7-5-2-4-4-2+2
poly_tobytes_cycles - 422 +15-7-4-6-3-6+8-8+3+5-2-1+6-4+1-1-5+6-2+1+4+0+10+11-1-5-8+5+7+10-1+6
cbd1_cycles - 326 +9+7-7+3+1+2+11+14-2-18+15-14+14-12-6-21+14-14+4+2-13+9+0-18-19-22-20+0+1+4+3-5
crepmod3_cycles - 430 +51-2+6-3+5-1+12-8-7+25-2+1+11+4+3-1-6+2-2-1-7+2+8-9-1+0-9-10-12-13+9+2
poly_add_cycles - 239 +43-3-6+14+15+14+9-11-13+7+3+3+7-9-14-14+6-8-2+4-1-8-12+1-10+10+4+2+5-12-8-16
poly_sub_cycles - 235 +7-5+1-5-7-5+1+4+13-6+2-1-2-5-6-7-4-3+1+1-3-3+4+1-2+1+9+10+2+0+2-1
sotp_encode_cycles - 315 +31+13+13+14-1+2+1-9+0-1+5+5-6+5-7-10-6+3+3-2-1+2+1-6-7-2+1+2-4-1+0+0
sotp_decode_cycles - 355 +22-8-2-8-4-6+9-10+2+1-4-7+2+3-6+5+2+5+3+2-12+1-3+2+2-10-2+0-14+1+7-10
hash_f_cycles - 10947 -16+20-109+98+63+64+38-4+6+68+42+12-164-39-78+9-173-25+25-76+19+69+14-125-77+43-179-184+5-63+13-96
hash_g_cycles - 12019 +245+2+84-36+166+143-91+116-138+84-15+232-55+183-52-35+151+156-85-69-130+110-104-107-110-135+188-17+66-119+113-135
hash_h_cycles - 2655 +54+33-25-16+2-5+17-26+24+12+7+59-13+2+32+14-31+18-10-1-29-15-9+15+12-12+27-20-9+8-3-43
poly_mul_small_cycles - 2937 +70-3+15+4-18-27+5+17+12-12-10-20+3-40-23-9+39+26+25+6-3-7+6+13+22+42+16-6-25-11-14-4
poly_mul_general_cycles - 2934 +102+34+23+30-36+2-20-16-5+21+3+5+2+20+14-17-2+31+49-23-24+11-37-16-10+18-16+14-38-3-10-4
forward_small_cycles - 982 +37+30+14-12-4+23+0-19-15-10-17-3+9+19+15+3+11-8+5-22-18-7-1+38-12+13+2-14+25-1-6+4
forward_general_cycles - 980 +51+9+7-4+11+13-15-19+18+16-19-8+12-10-10-12-10+4+22-8+4+9-16+43-7-26-10-14-16+12+18+39
basemul_cycles - 723 +28-1-2+3+2-15-11+8-4+4+12+11-12-19+17+5+1-2+0+0-3+2-15+3+1+7-5-15-2+4-4+7
basemul_scale_cycles - 635 +13+13+4+5+11-1+1+1+6-8-2-10-7+2-3-6-12-12-7-9-1-6+2+3-7+0-9+3+1+1+0-1
inverse_cycles - 993 +44+27+22+24+8+24+9-11-11-1-3-13+4+4-2+3-6+20-8+10+1-12-18-7+23-5-3+6+0-3-1-5
baseinv_cycles - 1244 +68+18-8+146+0-23+147+58+10-8+29-12-8-13-5-5+6+160+7-8+3-14-6-11-2-8+12-7+24+39+3-1
poly_frombytes_cycles - 348 +29+7-2-5+1-6+6-3+6-2+0+2+8-5+0-5-1+3-7+1-6+5+4+12-3-3-7+7-7-1+11+8
poly_tobytes_cycles - 424 +9+1-11-10-7+4-8+4-3-4-10+8+3+9+6-7-4-7+1+0+5+8-5-1-10-13+10+4+5-4+3+1
cbd1_cycles - 311 +33+9+7+11+15+8+21-1+7-7-1-3-1-5-5-6-7-5-7-2-6+7-6+2+20-6+20+0-6+5+8+2
crepmod3_cycles - 429 +59+9+12-7+8+0+7+10-6+4-1+25+9+10-6+0+0+0-10-4+2-3-5-2-8+0-9+1+5+2-4-6
poly_add_cycles - 241 +14-5+3-9+1+9-5+8+8-11-2+10+13-7+9-17-8+13+6+1-1-4-2+2-10-15+13+3-14-3-2+5
poly_sub_cycles - 235 +21+4+1+0+0-7-11-6-4+3-2-4+9+7+1+4-7+8-3+1-3-3+2+2+2-3+9-4+5-1-1-12
sotp_encode_cycles - 317 +33+19+4+9+1+2-1-7+0+2-2+0+1+2-12-12+1-9-12-7-5+4+0+0-1+2+4+3-9-2-9+4
sotp_decode_cycles - 350 +27+1-2+7+5+6-3-5+1+5+1-2-8+2+5-4-3+6-3+7-4+10+0-1+2-1+10-2-3+11-8-3
hash_f_cycles - 10912 +197-15+110+101+32+15-102-68+63-95+7-87-16-80+55-83-68-20-106-89+5-156+66+76-114-7+99+40+71+33+48-60
hash_g_cycles - 12066 +137-89+38-88-153+102-117-14-102+127+122-16+131-120+96+88-105-71+25+102-89+149-130+84-154+103-158+97+63-136-173+63
hash_h_cycles - 2652 +49+7+5-19+18-2+7+6+17-29-2+10+21+32+0-8+61+5-6-15-3-1-44-24-41-1-9+33+16-10-27-9
poly_mul_small_cycles - 2936 +120+40+29-6-7-20+15+10+8-16-11+2+21-20+3+1-42-15-27+21+4-21-5-22+17-51+10+14+7-3-6+37
poly_mul_general_cycles - 2940 +70+28-11-45-4-40-34-4-47+7-7+14+14+38+12+20-27+21+18+12-43+24+8+24-41-3-25-29+2-16-40+0
